"state","Indicator","Urban","Rural","Total","NFHS4","Flag_Urban","Flag_Rural","Flag_Total","Flag_NFHS4"
"Rajasthan","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",65.5,60.7,61.6,NA,"","","",""
"Rajasthan","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",90.1,87.7,88.2,53.1,"","","",""
"Rajasthan","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",64.5,64.5,64.5,44,"","","",""
"Rajasthan","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",95.3,98.7,98,94.4,"","","",""
"Rajasthan","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",4.2,0.9,1.6,4.4,"","","",""
"Rajasthan","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",5.4,6.3,6.1,7.4,"","","",""
"Rajasthan","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",65.7,64,64.3,56.2,"","","",""
"Rajasthan","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",27.9,27.1,27.2,17.5,"","","",""
"Rajasthan","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",82.2,79.2,79.7,73.9,"","","",""
"Rajasthan","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.6,3,2.9,2.1,"","","",""
"Rajasthan","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",68.8,71.7,71.1,82.6,"","","",""
"Rajasthan","75. Children under age 3 years breastfed within one hour of birth15 (%)",37.1,41.6,40.7,28.4,"","","",""
"Rajasthan","76. Children under age 6 months exclusively breastfed16 (%)",70.6,70.3,70.4,58.2,"","","",""
"Rajasthan","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",51.6,34.5,38,30.1,"","","",""
"Rajasthan","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",9,8.3,8.4,3.4,"","","",""
"Rajasthan","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",13.5,5.7,7.5,3.7,"","","",""
"Rajasthan","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",9.7,8,8.3,3.4,"","","",""
"Rajasthan","81. Children under 5 years who are stunted (height-for-age)18 (%)",28.3,32.6,31.8,39.1,"","","",""
"Rajasthan","82. Children under 5 years who are wasted (weight-for-height)18 (%)",18.3,16.4,16.8,23,"","","",""
"Rajasthan","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",8,7.5,7.6,8.6,"","","",""
"Rajasthan","84. Children under 5 years who are underweight (weight-for-age)18 (%)",25.4,28.1,27.6,36.7,"","","",""
"Rajasthan","85. Children under 5 years who are overweight (weight-for-height)20 (%)",3.9,3.1,3.3,2.1,"","","",""
"Rajasthan","86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",14,21.3,19.6,27,"","","",""
"Rajasthan","87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%)",11,15,14,22.7,"","","",""
"Rajasthan","88. Women who are overweight or obese (BMI >25.0 kg/m2)21 (%)",20.6,10.5,12.9,14.1,"","","",""
"Rajasthan","89. Men who are overweight or obese (BMI >25.0 kg/m2) (%)",19.1,13.6,15,13.2,"","","",""
"Rajasthan","90. Women who have high risk waist-to-hip ratio (>0.85) (%)",62.1,58.1,59,NA,"","","",""
"Rajasthan","91. Men who have high risk waist-to-hip ratio (>0.90) (%)",42.5,42.3,42.4,NA,"","","",""
"Rajasthan","92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",68.3,72.4,71.5,60.3,"","","",""
"Rajasthan","93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",50.2,56.1,54.7,46.8,"","","",""
"Rajasthan","94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",41.4,47.5,46.3,46.6,"","","",""
"Rajasthan","95. All women age 15-49 years who are anaemic22 (%)",49.9,55.7,54.4,46.8,"","","",""
"Rajasthan","96. All women age 15-19 years who are anaemic22 (%)",56.6,60.1,59.4,49.1,"","","",""
"Rajasthan","97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%)",19.2,24.6,23.2,17.2,"","","",""
"Rajasthan","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",29,35.7,34,22.1,"","","",""
"Rajasthan","99. Blood sugar level - high (141-160 mg/dl)23 (%)",3.7,3.9,3.9,NA,"","","",""
"Rajasthan","100. Blood sugar level - very high (>160 mg/dl)23 (%)",3.1,2.7,2.8,NA,"","","",""
"Rajasthan","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",7.9,7,7.2,NA,"","","",""
"Rajasthan","102. Blood sugar level - high (141-160 mg/dl)23 (%)",5,5,5,NA,"","","",""
"Rajasthan","103. Blood sugar level - very high (>160 mg/dl)23 (%)",3.6,3.2,3.3,NA,"","","",""
"Rajasthan","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.6,8.7,8.9,NA,"","","",""
"Rajasthan","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.3,9.7,9.8,NA,"","","",""
"Rajasthan","106. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",3.3,3.2,3.3,NA,"","","",""
"Rajasthan","107. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",16.9,14.9,15.4,NA,"","","",""
"Rajasthan","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.2,12.6,12.7,NA,"","","",""
"Rajasthan","109. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",3.9,3.6,3.6,NA,"","","",""
"Rajasthan","110. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",19.2,17.4,17.9,NA,"","","",""
"Rajasthan","111. Ever undergone a screening test for cervical cancer (%)",0.6,0.3,0.4,NA,"","","",""
"Rajasthan","112. Ever undergone a breast examination for breast cancer (%)",0.3,0.1,0.2,NA,"","","",""
"Rajasthan","113. Ever undergone an oral cavity examination for oral cancer (%)",0.4,0.1,0.2,NA,"","","",""
"Rajasthan","114. Ever undergone an oral cavity examination for oral cancer (%)",1.2,0.7,0.8,NA,"","","",""
"Rajasthan","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",32.1,25.1,26.8,19.1,"","","",""
"Rajasthan","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",40.7,34.3,36,37.4,"","","",""
"Rajasthan","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",80.6,73.1,74.9,50.4,"","","",""
"Rajasthan","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",93.6,89.6,90.6,79.1,"","","",""
"Rajasthan","119. Currently married women who usually participate in three household decisions25 (%)",90.6,86.8,87.7,81.7,"","","",""
"Rajasthan","120. Women who worked in the last 12 months and were paid in cash (%)",17,17.5,17.4,18.6,"","","",""
"Rajasthan","121. Women owning a house and/or land (alone or jointly with others) (%)",26.5,26.6,26.6,24.1,"","","",""
"Rajasthan","122. Women having a bank or savings account that they themselves use (%)",81.7,79,79.6,58.2,"","","",""
"Rajasthan","123. Women having a mobile phone that they themselves use (%)",65.5,45.3,50.2,41.4,"","","",""
"Rajasthan","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",92.2,81.9,84.1,55.2,"","","",""
"Rajasthan","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",22.4,24.9,24.3,25.2,"","","",""
"Rajasthan","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",1.8,2.2,2.1,1.4,"","","",""
"Rajasthan","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",0,1.2,0.9,0.8,"","","",""
"Rajasthan","128. Women age 15 years and above who use any kind of tobacco (%)",5.9,7.2,6.9,NA,"","","",""
"Rajasthan","129. Men age 15 years and above who use any kind of tobacco (%)",33.3,44.9,42,NA,"","","",""
"Rajasthan","130. Women age 15 years and above who consume alcohol (%)",0.3,0.3,0.3,NA,"","","",""
"Rajasthan","131. Men age 15 years and above who consume alcohol (%)",9.3,11.6,11,NA,"","","",""
"Tamil Nadu","1. Female population age 6 years and above who ever attended school (%)",86.8,74.5,80.4,77.2,"","","",""
"Tamil Nadu","2. Population below age 15 years (%)",20,21.9,21,23.3,"","","",""
"Tamil Nadu","3. Sex ratio of the total population (females per 1,000 males)",1062,1113,1088,1033,"","","",""
"Tamil Nadu","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",893,867,878,954,"","","",""
"Tamil Nadu","5. Children under age 5 years whose birth was registered with the civil authority (%)",98.3,98.3,98.3,98.3,"","","",""
"Tamil Nadu","6. Deaths in the last 3 years registered with the civil authority (%)",94.9,91.6,93,NA,"","","",""
"Tamil Nadu","7. Population living in households with electricity (%)",99.6,99.1,99.3,99,"","","",""
"Tamil Nadu","8. Population living in households with an improved drinking-water source1 (%)",99.1,98.1,98.6,97.7,"","","",""
"Tamil Nadu","9. Population living in households that use an improved sanitation facility2 (%)",82.8,63.3,72.6,52.5,"","","",""
"Tamil Nadu","10. Households using clean fuel for cooking3 (%)",92.9,73.7,82.9,73,"","","",""
"Tamil Nadu","11. Households using iodized salt (%)",95,89.3,92,82.8,"","","",""
"Tamil Nadu","12. Households with any usual member covered under a health insurance/financing scheme (%)",61.1,71.4,66.5,64.1,"","","",""
"Tamil Nadu","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",31.4,19.9,25.2,NA,"","","",""
"Tamil Nadu","14. Women who are literate4 (%)",88.9,79.6,84,NA,"","","",""
"Tamil Nadu","15. Men who are literate4 (%)",92,89.6,90.7,NA,"","","",""
"Tamil Nadu","16. Women with 10 or more years of schooling (%)",63.7,49.9,56.6,50.9,"","","",""
"Tamil Nadu","17. Men with 10 or more years of schooling (%)",64.4,54.3,59.1,58.3,"","","",""
"Tamil Nadu","18. Women who have ever used the internet (%)",55.8,39.2,46.9,NA,"","","",""
"Tamil Nadu","19. Men who have ever used the internet (%)",76.1,64.9,70.2,NA,"","","",""
"Tamil Nadu","20. Women age 20-24 years married before age 18 years (%)",10.4,15.2,12.8,16.3,"","","",""
"Tamil Nadu","21. Men age 25-29 years married before age 21 years (%)",6,3.3,4.5,9,"","","",""
"Tamil Nadu","22. Total fertility rate (children per woman)",1.6,1.9,1.8,1.7,"","","",""
"Tamil Nadu","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",4.2,8.2,6.3,5,"","","",""
"Tamil Nadu","24. Adolescent fertility rate for women age 15-19 years5",23,44,34,39,"","","",""
"Tamil Nadu","25. Neonatal mortality rate (NNMR)",8.5,16.1,12.7,14,"","","",""
"Tamil Nadu","26. Infant mortality rate (IMR)",14.9,21.7,18.6,20.2,"","","",""
"Tamil Nadu","27. Under-five mortality rate (U5MR)",17.3,26.4,22.3,26.8,"","","",""
"Tamil Nadu","28. Any method6 (%)",67.6,69.5,68.6,53.2,"","","",""
"Tamil Nadu","29. Any modern method6 (%)",64,66.8,65.5,52.6,"","","",""
"Tamil Nadu","30. Female sterilization (%)",55.6,59.9,57.8,49.4,"","","",""
"Tamil Nadu","31. Male sterilization (%)",0.1,0.1,0.1,0,"","","",""
"Tamil Nadu","32. IUD/PPIUD (%)",4.8,4.7,4.8,1.9,"","","",""
"Tamil Nadu","33. Pill (%)",0.4,0.3,0.3,0.2,"","","",""
"Tamil Nadu","34. Condom (%)",2.6,1.2,1.8,0.8,"","","",""
"Tamil Nadu","35. Injectables (%)",0.1,0.3,0.2,0.1,"","","",""
"Tamil Nadu","36. Total unmet need7 (%)",8.1,6.9,7.5,10.1,"","","",""
"Tamil Nadu","37. Unmet need for spacing7 (%)",3.3,2.8,3,4.8,"","","",""
"Tamil Nadu","38. Health worker ever talked to female non-users about family planning (%)",27.4,29.5,28.5,30.2,"","","",""
"Tamil Nadu","39. Current users ever told about side effects of current method8 (%)",83,82.3,82.6,76.6,"","","",""
"Tamil Nadu","40. Mothers who had an antenatal check-up in the first trimester (%)",76.7,78,77.4,64,"","","",""
"Tamil Nadu","41. Mothers who had at least 4 antenatal care visits (%)",88.8,90.8,89.9,81.1,"","","",""
"Tamil Nadu","42. Mothers whose last birth was protected against neonatal tetanus9 (%)",89.5,89.9,89.7,71,"","","",""
"Tamil Nadu","43. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",84.2,81,82.5,64,"","","",""
"Tamil Nadu","44. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",66.4,60.3,63.1,40.1,"","","",""
"Tamil Nadu","45. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.1,99.4,98.8,96,"","","",""
"Tamil Nadu","46. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",92.5,93.7,93.2,74,"","","",""
"Tamil Nadu","47. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3647,3097,3316,2609,"","","",""
"Tamil Nadu","48. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,NA,11.3,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases"
"Tamil Nadu","49. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",95.1,94.8,94.9,NA,"","","",""
"Tamil Nadu","50. Institutional births (%)",99.8,99.4,99.6,98.9,"","","",""
"Tamil Nadu","51. Institutional births in public facility (%)",58,74,66.9,66.7,"","","",""
"Tamil Nadu","52. Home births that were conducted by skilled health personnel10 (%)",0.2,0.3,0.2,0.6,"","","",""
"Tamil Nadu","53. Births attended by skilled health personnel10 (%)",100,99.7,99.8,99.2,"","","",""
"Tamil Nadu","54. Births delivered by caesarean section (%)",47.5,42.9,44.9,34.1,"","","",""
"Tamil Nadu","55. Births in a private health facility that were delivered by caesarean section (%)",61.5,66.7,63.8,51.3,"","","",""
"Tamil Nadu","56. Births in a public health facility that were delivered by caesarean section (%)",37.5,35.1,36,26.3,"","","",""
"Tamil Nadu","57. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",86.4,91.7,89.2,69.7,"","","",""
"Tamil Nadu","58. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",89.4,91.3,90.4,76.1,"","","",""
"Tamil Nadu","59. Children age 12-23 months who have received BCG (%)",96.9,98.2,97.6,94.9,"","","",""
"Tamil Nadu","60. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",89.9,92.9,91.5,82.3,"","","",""
"Tamil Nadu","61. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",93,96.3,94.8,84.5,"","","",""
"Tamil Nadu","62. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",94.7,96.8,95.8,85.1,"","","",""
"Tamil Nadu","63. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",40.9,48,44.7,NA,"","","",""
"Tamil Nadu","64. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",65.8,67,66.4,NA,"","","",""
"Tamil Nadu","65. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",90.4,94.1,92.3,68.2,"","","",""
"Tamil Nadu","66. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",68.3,68,68.2,73,"","","",""
"Tamil Nadu","67. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",83.1,95.6,89.8,86.1,"","","",""
"Tamil Nadu","68. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",16.9,4.2,10.1,14,"","","",""
"Tamil Nadu","69. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",3.6,3.8,3.7,8,"","","",""
"Tamil Nadu","70. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",51,55.9,53.8,61.8,"","","",""
"Tamil Nadu","71. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",26.9,30.4,28.9,41.3,"","","",""
"Tamil Nadu","72. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",62,58.9,60.2,73.2,"","","",""
"Tamil Nadu","73. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.4,0.9,1.1,2.8,"","","",""
"Tamil Nadu","74. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",68,67,67.4,82.2,"","","",""
"Tamil Nadu","75. Children under age 3 years breastfed within one hour of birth15 (%)",60,60.4,60.2,54.7,"","","",""
"Tamil Nadu","76. Children under age 6 months exclusively breastfed16 (%)",45.5,61.9,55.1,48.3,"","","",""
"Tamil Nadu","77. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",70.2,64,66.5,67.5,"","","",""
"Tamil Nadu","78. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",14.9,11.2,12.8,21.4,"","","",""
"Tamil Nadu","79. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",23.5,24.6,24.1,47.1,"","","",""
"Tamil Nadu","80. Total children age 6-23 months receiving an adequate diet16, 17 (%)",17.9,15,16.3,30.7,"","","",""
"Tamil Nadu","81. Children under 5 years who are stunted (height-for-age)18 (%)",22.2,27.2,25,27.1,"","","",""
"Tamil Nadu","82. Children under 5 years who are wasted (weight-for-height)18 (%)",13.9,15.2,14.6,19.7,"","","",""
"Tamil Nadu","83. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5.3,5.6,5.5,7.9,"","","",""
"Tamil Nadu","84. Children under 5 years who are underweight (weight-for-age)18 (%)",20,23.5,22,23.8,"","","",""
"Tamil Nadu","85. Children under 5 years who are overweight (weight-for-height)20 (%)",5.1,3.7,4.3,5,"","","",""
"Tamil Nadu","86. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",9.7,15.2,12.6,14.6,"","","",""
"Tamil Nadu","87. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%)",11.3,12.8,12.1,12.4,"","","",""
"Tamil Nadu","88. Women who are overweight or obese (BMI >25.0 kg/m2)21 (%)",46.1,35.4,40.4,30.9,"","","",""
"Tamil Nadu","89. Men who are overweight or obese (BMI >25.0 kg/m2) (%)",43.1,31.6,37,28.2,"","","",""
"Tamil Nadu","90. Women who have high risk waist-to-hip ratio (>0.85) (%)",58.3,53.8,55.9,NA,"","","",""
"Tamil Nadu","91. Men who have high risk waist-to-hip ratio (>0.90) (%)",55.6,56.8,56.2,NA,"","","",""
"Tamil Nadu","92. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",53.7,60.4,57.4,50.7,"","","",""
"Tamil Nadu","93. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",51.5,55.4,53.6,55.4,"","","",""
"Tamil Nadu","94. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",42.6,53.1,48.3,44.4,"","","",""
"Tamil Nadu","95. All women age 15-49 years who are anaemic22 (%)",51.3,55.3,53.4,55,"","","",""
"Tamil Nadu","96. All women age 15-19 years who are anaemic22 (%)",50.6,54.9,52.9,54.2,"","","",""
"Tamil Nadu","97. Men age 15-49 years who are anaemic (<13.0 g/dl)22 (%)",15,15.5,15.2,20.4,"","","",""
"Tamil Nadu","98. Men age 15-19 years who are anaemic (<13.0 g/dl)22 (%)",24.3,24.9,24.6,26,"","","",""
"Tamil Nadu","99. Blood sugar level - high (141-160 mg/dl)23 (%)",8.2,6.9,7.5,NA,"","","",""
"Tamil Nadu","100. Blood sugar level - very high (>160 mg/dl)23 (%)",13.2,9.4,11.1,NA,"","","",""
"Tamil Nadu","101. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",23.8,18,20.7,NA,"","","",""
"Tamil Nadu","102. Blood sugar level - high (141-160 mg/dl)23 (%)",8.7,7.6,8.1,NA,"","","",""
"Tamil Nadu","103. Blood sugar level - very high (>160 mg/dl)23 (%)",12.7,11.2,11.9,NA,"","","",""
"Tamil Nadu","104. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",23.7,20.6,22.1,NA,"","","",""
"Tamil Nadu","105. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",14.8,13.8,14.3,NA,"","","",""
"Tamil Nadu","106. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",6.5,5.9,6.2,NA,"","","",""
"Tamil Nadu","107. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",26.4,23.4,24.8,NA,"","","",""
"Tamil Nadu","108. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",20.1,19,19.5,NA,"","","",""
"Tamil Nadu","109. Moderately or severely elevated blood pressure (Systolic >160 mm of Hg and/or Diastolic >100 mm of Hg) (%)",7.6,7.1,7.4,NA,"","","",""
"Tamil Nadu","110. Elevated blood pressure (Systolic >140 mm of Hg and/or Diastolic >90 mm of Hg) or taking medicine to control blood pressure (%)",31.5,29,30.2,NA,"","","",""
"Tamil Nadu","111. Ever undergone a screening test for cervical cancer (%)",10,9.6,9.8,NA,"","","",""
"Tamil Nadu","112. Ever undergone a breast examination for breast cancer (%)",5.9,5.3,5.6,NA,"","","",""
"Tamil Nadu","113. Ever undergone an oral cavity examination for oral cancer (%)",1.3,1.1,1.2,NA,"","","",""
"Tamil Nadu","114. Ever undergone an oral cavity examination for oral cancer (%)",0.3,1,0.7,NA,"","","",""
"Tamil Nadu","115. Women who have comprehensive knowledge24 of HIV/AIDS (%)",24.6,22.8,23.6,16,"","","",""
"Tamil Nadu","116. Men who have comprehensive knowledge24 of HIV/AIDS (%)",31.1,22.4,26.6,10.9,"","","",""
"Tamil Nadu","117. Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",80.7,75.6,77.9,64.7,"","","",""
"Tamil Nadu","118. Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%)",89.7,90.4,90.1,79.8,"","","",""
"Tamil Nadu","119. Currently married women who usually participate in three household decisions25 (%)",91.8,93.7,92.8,84,"","","",""
"Tamil Nadu","120. Women who worked in the last 12 months and were paid in cash (%)",35.4,45.5,40.8,30.5,"","","",""
"Tamil Nadu","121. Women owning a house and/or land (alone or jointly with others) (%)",43.2,52,47.9,36.2,"","","",""
"Tamil Nadu","122. Women having a bank or savings account that they themselves use (%)",92.7,91.7,92.2,77,"","","",""
"Tamil Nadu","123. Women having a mobile phone that they themselves use (%)",81.2,68.9,74.6,62,"","","",""
"Tamil Nadu","124. Women age 15-24 years who use hygienic methods of protection during their menstrual period26 (%)",98.6,98,98.3,91.4,"","","",""
"Tamil Nadu","125. Ever-married women age 18-49 years who have ever experienced spousal violence27 (%)",32.9,42.2,38.1,40.7,"","","",""
"Tamil Nadu","126. Ever-married women age 18-49 years who have experienced physical violence during any pregnancy (%)",3.3,3.4,3.3,6.2,"","","",""
"Tamil Nadu","127. Young women age 18-29 years who experienced sexual violence by age 18 (%)",0,0,0,0.9,"","","",""
"Tamil Nadu","128. Women age 15 years and above who use any kind of tobacco (%)",2.3,7.3,4.9,NA,"","","",""
"Tamil Nadu","129. Men age 15 years and above who use any kind of tobacco (%)",16.7,23.3,20.1,NA,"","","",""
"Tamil Nadu","130. Women age 15 years and above who consume alcohol (%)",0.2,0.4,0.3,NA,"","","",""
"Tamil Nadu","131. Men age 15 years and above who consume alcohol (%)",21.5,29.2,25.4,NA,"","","",""
"Uttar Pradesh","1. Female population age 6 years and above who ever attended school (%)",76.2,64.6,67.4,63,"","","",""
"Uttar Pradesh","2. Population below age 15 years (%)",26.7,32.4,31,33.8,"","","",""
"Uttar Pradesh","3. Sex ratio of the total population (females per 1,000 males)",961,1036,1017,995,"","","",""
"Uttar Pradesh","4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",933,943,941,903,"","","",""
"Uttar Pradesh","5. Children under age 5 years whose birth was registered with the civil authority (%)",84.4,78.2,79.5,60.2,"","","",""
"Uttar Pradesh","6. Deaths in the last 3 years registered with the civil authority (%)",61.8,43.2,47.3,NA,"","","",""
"Uttar Pradesh","7. Population living in households with electricity (%)",97.6,88.9,91,72.6,"","","",""
"Uttar Pradesh","8. Population living in households with an improved drinking-water source1 (%)",99.4,99.1,99.2,98.4,"","","",""
"Uttar Pradesh","9. Population living in households that use an improved sanitation facility2 (%)",80.9,64.8,68.8,36.4,"","","",""
"Uttar Pradesh","10. Households using clean fuel for cooking3 (%)",88.3,36.2,49.5,32.7,"","","",""
"Uttar Pradesh","11. Households using iodized salt (%)",97,90.6,92.3,93.7,"","","",""
"Uttar Pradesh","12. Households with any usual member covered under a health insurance/financing scheme (%)",16.8,15.5,15.9,6.1,"","","",""
"Uttar Pradesh","13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",11.9,8.6,9.3,NA,"","","",""
"Uttar Pradesh","14. Women who are literate4 (%)",77.2,62.4,66.1,NA,"","","",""
"Uttar Pradesh","15. Men who are literate4 (%)",84.1,81.2,82,NA,"","","",""
"Uttar Pradesh","16. Women with 10 or more years of schooling (%)",51.9,35,39.3,32.9,"","","",""
"Uttar Pradesh","17. Men with 10 or more years of schooling (%)",56.8,45.6,48.6,42.2,"","","",""
"Uttar Pradesh","18. Women who have ever used the internet (%)",50.2,24.5,30.6,NA,"","","",""
"Uttar Pradesh","19. Men who have ever used the internet (%)",72.4,54.2,59.1,NA,"","","",""
"Uttar Pradesh","20. Women age 20-24 years married before age 18 years (%)",9.6,17.9,15.8,21.1,"","","",""
"Uttar Pradesh","21. Men age 25-29 years married before age 21 years (%)",17.1,25.4,23,28.7,"","","",""
"Uttar Pradesh","22. Total fertility rate (children per woman)",1.9,2.5,2.4,2.7,"","","",""
"Uttar Pradesh","23. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",1.5,3.3,2.9,3.8,"","","",""
"Uttar Pradesh","24. Adolescent fertility rate for women age 15-19 years5",14,24,22,28,"","","",""
"Uttar Pradesh","25. Neonatal mortality rate (NNMR)",27.7,37.8,35.7,45.1,"","","",""
"Uttar Pradesh","26. Infant mortality rate (IMR)",42,52.6,50.4,63.5,"","","",""
"Uttar Pradesh","27. Under-five mortality rate (U5MR)",49.7,62.5,59.8,78.1,"","","",""
"Uttar Pradesh","28. Any method6 (%)",67.6,60.8,62.4,45.5,"","","",""
"Uttar Pradesh","29. Any modern method6 (%)",48.6,43.2,44.5,31.7,"","","",""
"Uttar Pradesh","30. Female sterilization (%)",13.5,18,16.9,17.3,"","","",""
"Uttar Pradesh","31. Male sterilization (%)",0.1,0.1,0.1,0.1,"","","",""
"Uttar Pradesh","32. IUD/PPIUD (%)",2,1.3,1.5,1.2,"","","",""
"Uttar Pradesh","33. Pill (%)",4,4.5,4.4,1.9,"","","",""
"Uttar Pradesh","34. Condom (%)",27.1,16.6,19.1,10.8,"","","",""
"Uttar Pradesh","35. Injectables (%)",0.9,1.2,1.2,0.4,"","","",""
"Uttar Pradesh","36. Total unmet need7 (%)",9.2,14,12.9,18.1,"","","",""
"Uttar Pradesh","37. Unmet need for spacing7 (%)",3.5,5.2,4.8,6.8,"","","",""
