"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"104. Men age 15 years and above who consume alcohol (%)",39.3,NA,"","","MN","Imphal West"
"1. Female population age 6 years and above who ever attended school (%)",79.6,80.1,"","","MN","Senapati"
"2. Population below age 15 years (%)",33,33.6,"","","MN","Senapati"
"3. Sex ratio of the total population (females per 1,000 males)",1053,986,"","","MN","Senapati"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",938,858,"","","MN","Senapati"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",94.5,49.9,"","","MN","Senapati"
"6. Deaths in the last 3 years registered with the civil authority (%)",75.4,NA,"","","MN","Senapati"
"7. Population living in households with electricity (%)",98.8,92.8,"","","MN","Senapati"
"8. Population living in households with an improved drinking-water source1 (%)",64.4,35.2,"","","MN","Senapati"
"9. Population living in households that use an improved sanitation facility2 (%)",84.4,61,"","","MN","Senapati"
"10. Households using clean fuel for cooking3 (%)",50,19,"","","MN","Senapati"
"11. Households using iodized salt (%)",98.8,98.5,"","","MN","Senapati"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",15.4,0.6,"","","MN","Senapati"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",26.3,NA,"","","MN","Senapati"
"14. Women who are literate4 (%)",81.9,NA,"","","MN","Senapati"
"15. Women with 10 or more years of schooling (%)",39.6,34.2,"","","MN","Senapati"
"16. Women age 20-24 years married before age 18 years (%)",15.5,20.3,"","","MN","Senapati"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",2.5,2.6,"","","MN","Senapati"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",6.3,9.4,"","","MN","Senapati"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",84.4,71.7,"","","MN","Senapati"
"20. Any method6 (%)",65.2,17.5,"","","MN","Senapati"
"21. Any modern method6 (%)",17.5,11.5,"","","MN","Senapati"
"22. Female sterilization (%)",2.8,2.5,"","","MN","Senapati"
"23. Male sterilization (%)",0.1,0,"","","MN","Senapati"
"24. IUD/PPIUD (%)",4.3,3.7,"","","MN","Senapati"
"25. Pill (%)",6.1,4.1,"","","MN","Senapati"
"26. Condom (%)",3.2,1,"","","MN","Senapati"
"27. Injectables (%)",0.8,0.2,"","","MN","Senapati"
"28. Total unmet need7 (%)",8.5,30.6,"","","MN","Senapati"
"29. Unmet need for spacing7 (%)",4.1,13.7,"","","MN","Senapati"
"30. Health worker ever talked to female non-users about family planning (%)",6.4,7.2,"","","MN","Senapati"
"31. Current users ever told about side effects of current method8 (%)",44.9,29.9,"","Based on 25-49 unweighted cases","MN","Senapati"
"32. Mothers who had an antenatal check-up in the first trimester (%)",73.9,67.2,"","","MN","Senapati"
"33. Mothers who had at least 4 antenatal care visits (%)",64.9,39.5,"","","MN","Senapati"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",85.2,88,"","","MN","Senapati"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",28.4,13.9,"","","MN","Senapati"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",15.6,5,"","","MN","Senapati"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",77.1,30.4,"","","MN","Senapati"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",37,37.4,"","","MN","Senapati"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",12254,9764,"","","MN","Senapati"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",0,0,"","","MN","Senapati"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",36,NA,"","","MN","Senapati"
"42. Institutional births (%)",45.8,38.2,"","","MN","Senapati"
"43. Institutional births in public facility (%)",36.1,28.4,"","","MN","Senapati"
"44. Home births that were conducted by skilled health personnel10 (%)",19.3,14.6,"","","MN","Senapati"
"45. Births attended by skilled health personnel10 (%)",65,52.6,"","","MN","Senapati"
"46. Births delivered by caesarean section (%)",8.8,7,"","","MN","Senapati"
"47. Births in a private health facility that were delivered by caesarean section (%)",50.5,49,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MN","Senapati"
"48. Births in a public health facility that were delivered by caesarean section (%)",11,7.7,"","","MN","Senapati"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",65,58.7,"","","MN","Senapati"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",79.9,71.5,"","","MN","Senapati"
"51. Children age 12-23 months who have received BCG (%)",87.2,90.7,"","","MN","Senapati"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",70.9,71,"","","MN","Senapati"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",77.1,71.8,"","","MN","Senapati"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",75.2,69.3,"","","MN","Senapati"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",12.7,NA,"","","MN","Senapati"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",14.9,NA,"","","MN","Senapati"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",77.2,69.3,"","","MN","Senapati"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",37.8,25,"","","MN","Senapati"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",98.4,98.2,"","","MN","Senapati"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",1.6,1.1,"","","MN","Senapati"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4.4,5.1,"","","MN","Senapati"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,52.1,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","MN","Senapati"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,24.3,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","MN","Senapati"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,38.3,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","MN","Senapati"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.3,3,"","","MN","Senapati"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",39.6,40.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MN","Senapati"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",57.6,61.4,"","","MN","Senapati"
"68. Children under age 6 months exclusively breastfed16 (%)",63.8,73.8,"Based on 25-49 unweighted cases","","MN","Senapati"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",69.3,80.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MN","Senapati"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",21.7,15.6,"","","MN","Senapati"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MN","Senapati"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",21.9,14.2,"","","MN","Senapati"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",27.3,35,"","","MN","Senapati"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",10.7,8.2,"","","MN","Senapati"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5.5,2.5,"","","MN","Senapati"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",12.9,14.7,"","","MN","Senapati"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",6.7,6.2,"","","MN","Senapati"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",5.3,8.9,"","","MN","Senapati"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",24.9,19,"","","MN","Senapati"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",69.2,NA,"","","MN","Senapati"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",48.5,22.8,"","","MN","Senapati"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",27.9,25.3,"","","MN","Senapati"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",18.3,22.4,"Based on 25-49 unweighted cases","","MN","Senapati"
"84. All women age 15-49 years who are anaemic22 (%)",27.4,25.1,"","","MN","Senapati"
"85. All women age 15-19 years who are anaemic22 (%)",23.8,22.6,"","","MN","Senapati"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.6,NA,"","","MN","Senapati"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",4.8,NA,"","","MN","Senapati"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.8,NA,"","","MN","Senapati"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",5.9,NA,"","","MN","Senapati"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",4.3,NA,"","","MN","Senapati"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",10.9,NA,"","","MN","Senapati"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.8,NA,"","","MN","Senapati"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.1,NA,"","","MN","Senapati"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",18.7,NA,"","","MN","Senapati"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18,NA,"","","MN","Senapati"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",9.5,NA,"","","MN","Senapati"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",28.2,NA,"","","MN","Senapati"
"98. Ever undergone a screening test for cervical cancer (%)",1.5,NA,"","","MN","Senapati"
"99. Ever undergone a breast examination for breast cancer (%)",0.7,NA,"","","MN","Senapati"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","MN","Senapati"
"101. Women age 15 years and above who use any kind of tobacco (%)",46.1,NA,"","","MN","Senapati"
"102. Men age 15 years and above who use any kind of tobacco (%)",63.7,NA,"","","MN","Senapati"
"103. Women age 15 years and above who consume alcohol (%)",1.2,NA,"","","MN","Senapati"
"104. Men age 15 years and above who consume alcohol (%)",35.1,NA,"","","MN","Senapati"
"1. Female population age 6 years and above who ever attended school (%)",78.4,72.7,"","","MN","Tamenglong"
"2. Population below age 15 years (%)",33.2,35.9,"","","MN","Tamenglong"
"3. Sex ratio of the total population (females per 1,000 males)",1032,1031,"","","MN","Tamenglong"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",932,1150,"","","MN","Tamenglong"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",90.4,59.3,"","","MN","Tamenglong"
"6. Deaths in the last 3 years registered with the civil authority (%)",51.8,NA,"","","MN","Tamenglong"
"7. Population living in households with electricity (%)",93.6,87.4,"","","MN","Tamenglong"
"8. Population living in households with an improved drinking-water source1 (%)",51.6,40,"","","MN","Tamenglong"
"9. Population living in households that use an improved sanitation facility2 (%)",77.9,64.1,"","","MN","Tamenglong"
"10. Households using clean fuel for cooking3 (%)",30.5,12.7,"","","MN","Tamenglong"
"11. Households using iodized salt (%)",99.5,99.6,"","","MN","Tamenglong"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",16.8,2.6,"","","MN","Tamenglong"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",25.4,NA,"","","MN","Tamenglong"
"14. Women who are literate4 (%)",76.8,NA,"","","MN","Tamenglong"
"15. Women with 10 or more years of schooling (%)",33.1,27.1,"","","MN","Tamenglong"
"16. Women age 20-24 years married before age 18 years (%)",19.9,18.2,"","","MN","Tamenglong"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",2.3,4.2,"","","MN","Tamenglong"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",10.2,9,"","","MN","Tamenglong"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",71,67.1,"","","MN","Tamenglong"
"20. Any method6 (%)",65.2,16.2,"","","MN","Tamenglong"
"21. Any modern method6 (%)",22.2,9.6,"","","MN","Tamenglong"
"22. Female sterilization (%)",3.9,2.9,"","","MN","Tamenglong"
"23. Male sterilization (%)",0,0,"","","MN","Tamenglong"
"24. IUD/PPIUD (%)",12.3,4.8,"","","MN","Tamenglong"
"25. Pill (%)",1.5,1.1,"","","MN","Tamenglong"
"26. Condom (%)",4.4,0.7,"","","MN","Tamenglong"
"27. Injectables (%)",0,0.1,"","","MN","Tamenglong"
"28. Total unmet need7 (%)",8.4,30.1,"","","MN","Tamenglong"
"29. Unmet need for spacing7 (%)",3.2,15.4,"","","MN","Tamenglong"
"30. Health worker ever talked to female non-users about family planning (%)",4,11,"","","MN","Tamenglong"
"31. Current users ever told about side effects of current method8 (%)",52.5,34.6,"","Based on 25-49 unweighted cases","MN","Tamenglong"
"32. Mothers who had an antenatal check-up in the first trimester (%)",69.4,52.5,"","","MN","Tamenglong"
"33. Mothers who had at least 4 antenatal care visits (%)",56.4,32.7,"","","MN","Tamenglong"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",81,75.9,"","","MN","Tamenglong"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",31,15.4,"","","MN","Tamenglong"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",9.9,6.5,"","","MN","Tamenglong"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",78.3,36.2,"","","MN","Tamenglong"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",52.7,32.3,"","","MN","Tamenglong"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",8744,8507,"","","MN","Tamenglong"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",0,0.5,"","","MN","Tamenglong"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",49.2,NA,"","","MN","Tamenglong"
"42. Institutional births (%)",57.7,33.3,"","","MN","Tamenglong"
"43. Institutional births in public facility (%)",53,29.1,"","","MN","Tamenglong"
"44. Home births that were conducted by skilled health personnel10 (%)",11.9,9,"","","MN","Tamenglong"
"45. Births attended by skilled health personnel10 (%)",69.9,42.1,"","","MN","Tamenglong"
"46. Births delivered by caesarean section (%)",10.3,5.2,"","","MN","Tamenglong"
"47. Births in a private health facility that were delivered by caesarean section (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MN","Tamenglong"
"48. Births in a public health facility that were delivered by caesarean section (%)",15.4,10.2,"","","MN","Tamenglong"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",67.4,44,"","","MN","Tamenglong"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",78.1,53.2,"","","MN","Tamenglong"
"51. Children age 12-23 months who have received BCG (%)",91.2,82,"","","MN","Tamenglong"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",71.2,63.4,"","","MN","Tamenglong"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",78.6,59.7,"","","MN","Tamenglong"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",77.8,56.4,"","","MN","Tamenglong"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",17.2,NA,"","","MN","Tamenglong"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",3.7,NA,"","","MN","Tamenglong"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",73.4,57.5,"","","MN","Tamenglong"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",41.5,30.9,"","","MN","Tamenglong"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",98.2,97.2,"","","MN","Tamenglong"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",1.8,0,"","","MN","Tamenglong"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",3.2,4.1,"","","MN","Tamenglong"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MN","Tamenglong"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MN","Tamenglong"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MN","Tamenglong"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.4,0.9,"","","MN","Tamenglong"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",19.8,18.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MN","Tamenglong"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",62.9,69.6,"","","MN","Tamenglong"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,52.5,"Percentage not shown; based on fewer than 25 unweighted cases","","MN","Tamenglong"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,86.2,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","MN","Tamenglong"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",25.1,25.1,"","","MN","Tamenglong"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MN","Tamenglong"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",26.5,25.2,"","","MN","Tamenglong"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",27.1,37.1,"","","MN","Tamenglong"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",9.6,8.2,"","","MN","Tamenglong"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",3.2,3.9,"","","MN","Tamenglong"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",19.3,16.3,"","","MN","Tamenglong"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.6,4,"","","MN","Tamenglong"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",4.6,8.1,"","","MN","Tamenglong"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",24.4,12.4,"","","MN","Tamenglong"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",64.5,NA,"","","MN","Tamenglong"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",37,22.9,"","","MN","Tamenglong"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",26.9,26.4,"","","MN","Tamenglong"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",31.4,34.6,"","","MN","Tamenglong"
"84. All women age 15-49 years who are anaemic22 (%)",27.3,27,"","","MN","Tamenglong"
"85. All women age 15-19 years who are anaemic22 (%)",29.1,16.9,"","","MN","Tamenglong"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.3,NA,"","","MN","Tamenglong"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",4.6,NA,"","","MN","Tamenglong"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",11.7,NA,"","","MN","Tamenglong"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",7.4,NA,"","","MN","Tamenglong"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",4.7,NA,"","","MN","Tamenglong"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",12.7,NA,"","","MN","Tamenglong"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",15.7,NA,"","","MN","Tamenglong"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.9,NA,"","","MN","Tamenglong"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",21.5,NA,"","","MN","Tamenglong"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",21.1,NA,"","","MN","Tamenglong"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.5,NA,"","","MN","Tamenglong"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",29.4,NA,"","","MN","Tamenglong"
"98. Ever undergone a screening test for cervical cancer (%)",2.2,NA,"","","MN","Tamenglong"
"99. Ever undergone a breast examination for breast cancer (%)",0.7,NA,"","","MN","Tamenglong"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.3,NA,"","","MN","Tamenglong"
"101. Women age 15 years and above who use any kind of tobacco (%)",17.2,NA,"","","MN","Tamenglong"
"102. Men age 15 years and above who use any kind of tobacco (%)",52.2,NA,"","","MN","Tamenglong"
"103. Women age 15 years and above who consume alcohol (%)",2.2,NA,"","","MN","Tamenglong"
"104. Men age 15 years and above who consume alcohol (%)",33.9,NA,"","","MN","Tamenglong"
"1. Female population age 6 years and above who ever attended school (%)",79.9,77.5,"","","MN","Thoubal"
"2. Population below age 15 years (%)",28.5,29.3,"","","MN","Thoubal"
"3. Sex ratio of the total population (females per 1,000 males)",1095,1062,"","","MN","Thoubal"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",909,978,"","","MN","Thoubal"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",87.2,63.5,"","","MN","Thoubal"
"6. Deaths in the last 3 years registered with the civil authority (%)",40.4,NA,"","","MN","Thoubal"
"7. Population living in households with electricity (%)",98.6,85.8,"","","MN","Thoubal"
"8. Population living in households with an improved drinking-water source1 (%)",72.5,58.3,"","","MN","Thoubal"
"9. Population living in households that use an improved sanitation facility2 (%)",61.3,48.7,"","","MN","Thoubal"
"10. Households using clean fuel for cooking3 (%)",74.7,37.1,"","","MN","Thoubal"
"11. Households using iodized salt (%)",99.8,99.8,"","","MN","Thoubal"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",19.1,4,"","","MN","Thoubal"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",37.4,NA,"","","MN","Thoubal"
"14. Women who are literate4 (%)",85.4,NA,"","","MN","Thoubal"
"15. Women with 10 or more years of schooling (%)",40.7,40.1,"","","MN","Thoubal"
"16. Women age 20-24 years married before age 18 years (%)",17.5,13.9,"","","MN","Thoubal"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0.6,1.4,"","","MN","Thoubal"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",7.5,9.1,"","","MN","Thoubal"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",81.6,69.8,"","","MN","Thoubal"
"20. Any method6 (%)",72.2,24,"","","MN","Thoubal"
"21. Any modern method6 (%)",17.8,13.1,"","","MN","Thoubal"
"22. Female sterilization (%)",2.4,2,"","","MN","Thoubal"
"23. Male sterilization (%)",0,0.1,"","","MN","Thoubal"
"24. IUD/PPIUD (%)",5.5,4.8,"","","MN","Thoubal"
"25. Pill (%)",4.9,4.6,"","","MN","Thoubal"
"26. Condom (%)",4.8,1.3,"","","MN","Thoubal"
"27. Injectables (%)",0.2,0.3,"","","MN","Thoubal"
"28. Total unmet need7 (%)",6,33.1,"","","MN","Thoubal"
"29. Unmet need for spacing7 (%)",2.3,15.3,"","","MN","Thoubal"
"30. Health worker ever talked to female non-users about family planning (%)",2,7.9,"","","MN","Thoubal"
"31. Current users ever told about side effects of current method8 (%)",54.2,46.6,"Based on 25-49 unweighted cases","","MN","Thoubal"
"32. Mothers who had an antenatal check-up in the first trimester (%)",90.6,88.2,"","","MN","Thoubal"
"33. Mothers who had at least 4 antenatal care visits (%)",89.9,79.7,"","","MN","Thoubal"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",92.9,91.4,"","","MN","Thoubal"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",68.5,48.3,"","","MN","Thoubal"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",45.3,18.8,"","","MN","Thoubal"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",91.4,31,"","","MN","Thoubal"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",75.6,68.9,"","","MN","Thoubal"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",13144,10827,"","","MN","Thoubal"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",3.1,0,"Based on 25-49 unweighted cases","","MN","Thoubal"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",73,NA,"","","MN","Thoubal"
"42. Institutional births (%)",87.8,73.5,"","","MN","Thoubal"
"43. Institutional births in public facility (%)",72.4,49.4,"","","MN","Thoubal"
"44. Home births that were conducted by skilled health personnel10 (%)",3.3,10.9,"","","MN","Thoubal"
"45. Births attended by skilled health personnel10 (%)",91.1,84.6,"","","MN","Thoubal"
"46. Births delivered by caesarean section (%)",20.2,19.3,"","","MN","Thoubal"
"47. Births in a private health facility that were delivered by caesarean section (%)",49.3,37.5,"","","MN","Thoubal"
"48. Births in a public health facility that were delivered by caesarean section (%)",17.5,20.9,"","","MN","Thoubal"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",74.2,65.4,"","","MN","Thoubal"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",79.9,74.4,"","","MN","Thoubal"
"51. Children age 12-23 months who have received BCG (%)",98.7,90.8,"","","MN","Thoubal"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",80.2,74.1,"","","MN","Thoubal"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",84.6,77.4,"","","MN","Thoubal"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",77.4,74.3,"","","MN","Thoubal"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",19.7,NA,"","","MN","Thoubal"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",4.9,NA,"","","MN","Thoubal"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",83.2,72.8,"","","MN","Thoubal"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",43.5,42,"","","MN","Thoubal"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",96.8,98.6,"","","MN","Thoubal"
