"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",13.8,3.8,"","","MH","Osmanabad"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Osmanabad"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",12.8,8.9,"","","MH","Osmanabad"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",37.2,43.3,"","","MH","Osmanabad"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",16.1,21.9,"","","MH","Osmanabad"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5.5,9.1,"","","MH","Osmanabad"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",32.5,44.5,"","","MH","Osmanabad"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.8,2.2,"","","MH","Osmanabad"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",19.1,21.9,"","","MH","Osmanabad"
"79. Women who are overweight or obese (BMI â‰¥25.0 kg/m2)21 (%)",25.1,19.4,"","","MH","Osmanabad"
"80. Women who have high risk waist-to-hip ratio (â‰¥0.85) (%)",44.5,NA,"","","MH","Osmanabad"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",67.4,36.7,"","","MH","Osmanabad"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",49.3,37,"","","MH","Osmanabad"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",44.4,21.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Osmanabad"
"84. All women age 15-49 years who are anaemic22 (%)",49.1,36.4,"","","MH","Osmanabad"
"85. All women age 15-19 years who are anaemic22 (%)",50.9,29,"","","MH","Osmanabad"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.9,NA,"","","MH","Osmanabad"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",3.8,NA,"","","MH","Osmanabad"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",9.5,NA,"","","MH","Osmanabad"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",5.8,NA,"","","MH","Osmanabad"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",4.4,NA,"","","MH","Osmanabad"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",11.2,NA,"","","MH","Osmanabad"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",14.1,NA,"","","MH","Osmanabad"
"93. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",6.3,NA,"","","MH","Osmanabad"
"94. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",23.5,NA,"","","MH","Osmanabad"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.1,NA,"","","MH","Osmanabad"
"96. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",6.4,NA,"","","MH","Osmanabad"
"97. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",26.2,NA,"","","MH","Osmanabad"
"98.Ever undergone a screening test for cervical cancer (%)",4.3,NA,"","","MH","Osmanabad"
"99.Ever undergone a breast examination for breast cancer (%)",0,NA,"","","MH","Osmanabad"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","MH","Osmanabad"
"101. Women age 15 years and above who use any kind of tobacco (%)",8,NA,"","","MH","Osmanabad"
"102. Men age 15 years and above who use any kind of tobacco (%)",44.2,NA,"","","MH","Osmanabad"
"103. Women age 15 years and above who consume alcohol (%)",0.3,NA,"","","MH","Osmanabad"
"104. Men age 15 years and above who consume alcohol (%)",12.4,NA,"","","MH","Osmanabad"
"1. Female population age 6 years and above who ever attended school (%)",67.1,65.2,"","","MH","Parbhani"
"2. Population below age 15 years (%)",29.5,29.7,"","","MH","Parbhani"
"3. Sex ratio of the total population (females per 1,000 males)",966,1006,"","","MH","Parbhani"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",983,1114,"","","MH","Parbhani"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",95.5,96.2,"","","MH","Parbhani"
"6. Deaths in the last 3 years registered with the civil authority (%)",74.4,NA,"","","MH","Parbhani"
"7. Population living in households with electricity (%)",96.8,92.7,"","","MH","Parbhani"
"8. Population living in households with an improved drinking-water source1 (%)",89,93.3,"","","MH","Parbhani"
"9. Population living in households that use an improved sanitation facility2 (%)",60.1,35.4,"","","MH","Parbhani"
"10. Households using clean fuel for cooking3 (%)",54.8,26.6,"","","MH","Parbhani"
"11. Households using iodized salt (%)",95.1,99.1,"","","MH","Parbhani"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",10.5,10.3,"","","MH","Parbhani"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",22.5,NA,"","","MH","Parbhani"
"14. Women who are literate4 (%)",73.4,NA,"","","MH","Parbhani"
"15. Women with 10 or more years of schooling (%)",28.8,23.1,"","","MH","Parbhani"
"16. Women age 20-24 years married before age 18 years (%)",48,44.5,"","","MH","Parbhani"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",3.4,3.1,"","","MH","Parbhani"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",13.7,11.2,"","","MH","Parbhani"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",75.3,64.2,"","","MH","Parbhani"
"20. Any method6 (%)",42,69.6,"","","MH","Parbhani"
"21. Any modern method6 (%)",41.5,68.3,"","","MH","Parbhani"
"22. Female sterilization (%)",33.5,56.1,"","","MH","Parbhani"
"23. Male sterilization (%)",0,0.2,"","","MH","Parbhani"
"24. IUD/PPIUD (%)",1.3,1.9,"","","MH","Parbhani"
"25. Pill (%)",1,2.7,"","","MH","Parbhani"
"26. Condom (%)",5.4,6.6,"","","MH","Parbhani"
"27. Injectables (%)",0.2,0.4,"","","MH","Parbhani"
"28. Total unmet need7 (%)",18.5,7.5,"","","MH","Parbhani"
"29. Unmet need for spacing7 (%)",6.1,3.3,"","","MH","Parbhani"
"30. Health worker ever talked to female non-users about family planning (%)",17.4,22.7,"","","MH","Parbhani"
"31. Current users ever told about side effects of current method8 (%)",48.3,29.8,"","","MH","Parbhani"
"32. Mothers who had an antenatal check-up in the first trimester (%)",58.6,72.4,"","","MH","Parbhani"
"33. Mothers who had at least 4 antenatal care visits (%)",47.4,79.3,"","","MH","Parbhani"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",82,92.6,"","","MH","Parbhani"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",17.9,31.1,"","","MH","Parbhani"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",11.2,18.4,"","","MH","Parbhani"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",89,95.3,"","","MH","Parbhani"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",64.4,83.9,"","","MH","Parbhani"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2779,3104,"","","MH","Parbhani"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",11.9,0,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Parbhani"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",66.8,NA,"","","MH","Parbhani"
"42. Institutional births (%)",85.6,85.8,"","","MH","Parbhani"
"43. Institutional births in public facility (%)",53.6,42.9,"","","MH","Parbhani"
"44. Home births that were conducted by skilled health personnel10 (%)",7.3,8.1,"","","MH","Parbhani"
"45. Births attended by skilled health personnel10 (%)",90.8,89.3,"","","MH","Parbhani"
"46. Births delivered by caesarean section (%)",12.5,13.7,"","","MH","Parbhani"
"47. Births in a private health facility that were delivered by caesarean section (%)",17.4,19.9,"","","MH","Parbhani"
"48. Births in a public health facility that were delivered by caesarean section (%)",12.9,12.1,"","","MH","Parbhani"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",52,51.5,"","","MH","Parbhani"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",75.4,74.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Parbhani"
"51. Children age 12-23 months who have received BCG (%)",89.6,97.3,"","","MH","Parbhani"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",55.9,60.1,"","","MH","Parbhani"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",76.2,80.6,"","","MH","Parbhani"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",77.2,87.7,"","","MH","Parbhani"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",17.6,NA,"","","MH","Parbhani"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",5.7,NA,"","","MH","Parbhani"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",66.6,61,"","","MH","Parbhani"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",52.9,69.1,"","","MH","Parbhani"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",93.1,92.8,"","","MH","Parbhani"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",5.5,7.2,"","","MH","Parbhani"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",18.6,12.1,"","","MH","Parbhani"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",49.8,61.1,"","Based on 25-49 unweighted cases","MH","Parbhani"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",18.1,19.6,"","Based on 25-49 unweighted cases","MH","Parbhani"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",76.7,69.2,"","Based on 25-49 unweighted cases","MH","Parbhani"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.4,1.7,"","","MH","Parbhani"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",74.5,91.3,"","Based on 25-49 unweighted cases","MH","Parbhani"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",47.2,49.1,"","","MH","Parbhani"
"68. Children under age 6 months exclusively breastfed16 (%)",68,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Parbhani"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Parbhani"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",2.1,2.5,"","","MH","Parbhani"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Parbhani"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",1.9,3.7,"","","MH","Parbhani"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",37.6,46.4,"","","MH","Parbhani"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",22.8,19.8,"","","MH","Parbhani"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",7.6,7.3,"","","MH","Parbhani"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",41.8,42.3,"","","MH","Parbhani"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",3,1,"","","MH","Parbhani"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",20.4,31.4,"","","MH","Parbhani"
"79. Women who are overweight or obese (BMI â‰¥25.0 kg/m2)21 (%)",23.7,14,"","","MH","Parbhani"
"80. Women who have high risk waist-to-hip ratio (â‰¥0.85) (%)",27.1,NA,"","","MH","Parbhani"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",75.4,52.1,"","","MH","Parbhani"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",59.4,45.7,"","","MH","Parbhani"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",48,57.4,"Based on 25-49 unweighted cases","","MH","Parbhani"
"84. All women age 15-49 years who are anaemic22 (%)",58.8,46.4,"","","MH","Parbhani"
"85. All women age 15-19 years who are anaemic22 (%)",60.2,47.9,"","","MH","Parbhani"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6,NA,"","","MH","Parbhani"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",4.8,NA,"","","MH","Parbhani"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",11.6,NA,"","","MH","Parbhani"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",5.7,NA,"","","MH","Parbhani"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",6.4,NA,"","","MH","Parbhani"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",13.4,NA,"","","MH","Parbhani"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.2,NA,"","","MH","Parbhani"
"93. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",4.7,NA,"","","MH","Parbhani"
"94. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",21,NA,"","","MH","Parbhani"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.5,NA,"","","MH","Parbhani"
"96. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",3.7,NA,"","","MH","Parbhani"
"97. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",21.6,NA,"","","MH","Parbhani"
"98.Ever undergone a screening test for cervical cancer (%)",3.8,NA,"","","MH","Parbhani"
"99.Ever undergone a breast examination for breast cancer (%)",0.9,NA,"","","MH","Parbhani"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.2,NA,"","","MH","Parbhani"
"101. Women age 15 years and above who use any kind of tobacco (%)",7,NA,"","","MH","Parbhani"
"102. Men age 15 years and above who use any kind of tobacco (%)",37.7,NA,"","","MH","Parbhani"
"103. Women age 15 years and above who consume alcohol (%)",0.1,NA,"","","MH","Parbhani"
"104. Men age 15 years and above who consume alcohol (%)",13.8,NA,"","","MH","Parbhani"
"1. Female population age 6 years and above who ever attended school (%)",84.8,82.3,"","","MH","Pune"
"2. Population below age 15 years (%)",22.8,21.5,"","","MH","Pune"
"3. Sex ratio of the total population (females per 1,000 males)",918,924,"","","MH","Pune"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",873,927,"","","MH","Pune"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",96.5,95.9,"","","MH","Pune"
"6. Deaths in the last 3 years registered with the civil authority (%)",93,NA,"","","MH","Pune"
"7. Population living in households with electricity (%)",99.4,95.9,"","","MH","Pune"
"8. Population living in households with an improved drinking-water source1 (%)",96.9,97.2,"","","MH","Pune"
"9. Population living in households that use an improved sanitation facility2 (%)",79.6,63.4,"","","MH","Pune"
"10. Households using clean fuel for cooking3 (%)",89.5,81.4,"","","MH","Pune"
"11. Households using iodized salt (%)",97,95.7,"","","MH","Pune"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",14.4,21.4,"","","MH","Pune"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",45.8,NA,"","","MH","Pune"
"14. Women who are literate4 (%)",89,NA,"","","MH","Pune"
"15. Women with 10 or more years of schooling (%)",61.2,52.8,"","","MH","Pune"
"16. Women age 20-24 years married before age 18 years (%)",24,24.5,"","","MH","Pune"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0.7,1.9,"","","MH","Pune"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",3.3,5.5,"","","MH","Pune"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",94.6,77.8,"","","MH","Pune"
"20. Any method6 (%)",57.8,70.6,"","","MH","Pune"
"21. Any modern method6 (%)",55.9,69.8,"","","MH","Pune"
"22. Female sterilization (%)",43.3,55.5,"","","MH","Pune"
"23. Male sterilization (%)",0,0,"","","MH","Pune"
"24. IUD/PPIUD (%)",2.3,1.7,"","","MH","Pune"
"25. Pill (%)",2.3,2.9,"","","MH","Pune"
"26. Condom (%)",7.6,8.4,"","","MH","Pune"
"27. Injectables (%)",0,0.9,"","","MH","Pune"
"28. Total unmet need7 (%)",13.7,8.5,"","","MH","Pune"
"29. Unmet need for spacing7 (%)",5.2,5.1,"","","MH","Pune"
"30. Health worker ever talked to female non-users about family planning (%)",23.5,14.9,"","","MH","Pune"
"31. Current users ever told about side effects of current method8 (%)",35.7,39.8,"","","MH","Pune"
"32. Mothers who had an antenatal check-up in the first trimester (%)",79.6,88.2,"","","MH","Pune"
"33. Mothers who had at least 4 antenatal care visits (%)",68.6,84.5,"","","MH","Pune"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",90.7,91.2,"","","MH","Pune"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",50.2,55.9,"","","MH","Pune"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",40,46.9,"","","MH","Pune"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",93.1,92.3,"","","MH","Pune"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",84.2,86.1,"","","MH","Pune"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3677,2231,"","","MH","Pune"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Pune"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",95.2,NA,"","","MH","Pune"
"42. Institutional births (%)",98,93.5,"","","MH","Pune"
"43. Institutional births in public facility (%)",43.4,37.9,"","","MH","Pune"
"44. Home births that were conducted by skilled health personnel10 (%)",1.5,2,"","","MH","Pune"
"45. Births attended by skilled health personnel10 (%)",98.5,95.5,"","","MH","Pune"
"46. Births delivered by caesarean section (%)",34.6,31.9,"","","MH","Pune"
"47. Births in a private health facility that were delivered by caesarean section (%)",40.9,47.1,"","","MH","Pune"
"48. Births in a public health facility that were delivered by caesarean section (%)",28.3,15.1,"","","MH","Pune"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",58.1,81,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",79.2,95.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"51. Children age 12-23 months who have received BCG (%)",81.7,98.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",66.2,86.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",68,92.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",67.7,98.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",7.5,NA,"Based on 25-49 unweighted cases","","MH","Pune"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",17.4,NA,"Based on 25-49 unweighted cases","","MH","Pune"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",61.3,79,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",69.9,60,"","","MH","Pune"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",81.6,71.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",16.7,28.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",6.7,7.9,"","","MH","Pune"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Pune"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Pune"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Pune"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",3.3,2.9,"","","MH","Pune"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",94.3,93.3,"","Based on 25-49 unweighted cases","MH","Pune"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",54.8,62,"","","MH","Pune"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Pune"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Pune"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",3.8,4,"","","MH","Pune"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","MH","Pune"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",9.6,8.2,"","","MH","Pune"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",30.7,22.4,"","","MH","Pune"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",31.4,23.4,"","","MH","Pune"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",14,9,"","","MH","Pune"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",32.7,25.6,"","","MH","Pune"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.3,2.9,"","","MH","Pune"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",19.6,17.8,"","","MH","Pune"
"79. Women who are overweight or obese (BMI â‰¥25.0 kg/m2)21 (%)",31,30.2,"","","MH","Pune"
"80. Women who have high risk waist-to-hip ratio (â‰¥0.85) (%)",43.7,NA,"","","MH","Pune"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",58.7,53.4,"","","MH","Pune"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",53.2,50.4,"","","MH","Pune"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,40,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","MH","Pune"
"84. All women age 15-49 years who are anaemic22 (%)",51.9,50,"","","MH","Pune"
"85. All women age 15-19 years who are anaemic22 (%)",58.6,48.4,"","","MH","Pune"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.2,NA,"","","MH","Pune"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",5.4,NA,"","","MH","Pune"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",12.3,NA,"","","MH","Pune"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",7.2,NA,"","","MH","Pune"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",6.5,NA,"","","MH","Pune"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.1,NA,"","","MH","Pune"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",14.3,NA,"","","MH","Pune"
"93. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",3.7,NA,"","","MH","Pune"
"94. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",22.4,NA,"","","MH","Pune"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",16.1,NA,"","","MH","Pune"
"96. Moderately or severely elevated blood pressure (Systolic â‰¥160mm of Hg and/or Diastolic â‰¥100mm of Hg) (%)",6.4,NA,"","","MH","Pune"
"97. Elevated blood pressure (Systolic â‰¥140 mm of Hg and/or Diastolic â‰¥90 mm of Hg) or taking medicine to control blood pressure (%)",25.8,NA,"","","MH","Pune"
"98.Ever undergone a screening test for cervical cancer (%)",3.8,NA,"","","MH","Pune"
"99.Ever undergone a breast examination for breast cancer (%)",2.3,NA,"","","MH","Pune"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.9,NA,"","","MH","Pune"
"101. Women age 15 years and above who use any kind of tobacco (%)",11.7,NA,"","","MH","Pune"
"102. Men age 15 years and above who use any kind of tobacco (%)",27.9,NA,"","","MH","Pune"
"103. Women age 15 years and above who consume alcohol (%)",0.2,NA,"","","MH","Pune"
"104. Men age 15 years and above who consume alcohol (%)",11.6,NA,"","","MH","Pune"
"1. Female population age 6 years and above who ever attended school (%)",73.7,82,"","","MH","Raigarh"
"2. Population below age 15 years (%)",21.3,24.4,"","","MH","Raigarh"
"3. Sex ratio of the total population (females per 1,000 males)",1003,924,"","","MH","Raigarh"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",871,794,"","","MH","Raigarh"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",99.7,98,"","","MH","Raigarh"
"6. Deaths in the last 3 years registered with the civil authority (%)",95.3,NA,"","","MH","Raigarh"
"7. Population living in households with electricity (%)",97.9,94.5,"","","MH","Raigarh"
"8. Population living in households with an improved drinking-water source1 (%)",87.8,96.1,"","","MH","Raigarh"
"9. Population living in households that use an improved sanitation facility2 (%)",74.8,73.6,"","","MH","Raigarh"
"10. Households using clean fuel for cooking3 (%)",83.3,75.6,"","","MH","Raigarh"
"11. Households using iodized salt (%)",80.3,93.8,"","","MH","Raigarh"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",26.3,18.9,"","","MH","Raigarh"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",16.7,NA,"","","MH","Raigarh"
"14. Women who are literate4 (%)",79.2,NA,"","","MH","Raigarh"
