"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"14. Women who are literate4 (%)",68.2,NA,"","","KA","Gulbarga"
"15. Women with 10 or more years of schooling (%)",42,33.4,"","","KA","Gulbarga"
"16. Women age 20-24 years married before age 18 years (%)",29.8,27,"","","KA","Gulbarga"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",4,2.5,"","","KA","Gulbarga"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",4.9,3.4,"","","KA","Gulbarga"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",68.9,66.2,"","","KA","Gulbarga"
"20. Any method6 (%)",53,53.7,"","","KA","Gulbarga"
"21. Any modern method6 (%)",53,53.7,"","","KA","Gulbarga"
"22. Female sterilization (%)",40.3,53.4,"","","KA","Gulbarga"
"23. Male sterilization (%)",0,0,"","","KA","Gulbarga"
"24. IUD/PPIUD (%)",0.7,0.3,"","","KA","Gulbarga"
"25. Pill (%)",3.5,0,"","","KA","Gulbarga"
"26. Condom (%)",5.4,0,"","","KA","Gulbarga"
"27. Injectables (%)",1,0,"","","KA","Gulbarga"
"28. Total unmet need7 (%)",12.6,6.9,"","","KA","Gulbarga"
"29. Unmet need for spacing7 (%)",5.3,3.9,"","","KA","Gulbarga"
"30. Health worker ever talked to female non-users about family planning (%)",32.3,11.4,"","","KA","Gulbarga"
"31. Current users ever told about side effects of current method8 (%)",70.1,29.9,"","","KA","Gulbarga"
"32. Mothers who had an antenatal check-up in the first trimester (%)",59.3,59.1,"","","KA","Gulbarga"
"33. Mothers who had at least 4 antenatal care visits (%)",53.6,84.6,"","","KA","Gulbarga"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",90.8,93.6,"","","KA","Gulbarga"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",26.6,33.6,"","","KA","Gulbarga"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",18.2,18.1,"","","KA","Gulbarga"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",95.1,76,"","","KA","Gulbarga"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",79.6,40.1,"","","KA","Gulbarga"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3738,2134,"","","KA","Gulbarga"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Gulbarga"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",78.1,NA,"","","KA","Gulbarga"
"42. Institutional births (%)",88.7,91.1,"","","KA","Gulbarga"
"43. Institutional births in public facility (%)",60.5,59.5,"","","KA","Gulbarga"
"44. Home births that were conducted by skilled health personnel10 (%)",7,6.1,"","","KA","Gulbarga"
"45. Births attended by skilled health personnel10 (%)",87.1,96.8,"","","KA","Gulbarga"
"46. Births delivered by caesarean section (%)",22.7,8.4,"","","KA","Gulbarga"
"47. Births in a private health facility that were delivered by caesarean section (%)",47.8,16.5,"","","KA","Gulbarga"
"48. Births in a public health facility that were delivered by caesarean section (%)",15.3,5.4,"","","KA","Gulbarga"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",75.3,58.6,"","","KA","Gulbarga"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",86.3,58.2,"","Based on 25-49 unweighted cases","KA","Gulbarga"
"51. Children age 12-23 months who have received BCG (%)",95,100,"","","KA","Gulbarga"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",81.9,67.3,"","","KA","Gulbarga"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",87.4,82.7,"","","KA","Gulbarga"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",84,86.8,"","","KA","Gulbarga"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",25.6,NA,"","","KA","Gulbarga"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",12.2,NA,"","","KA","Gulbarga"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",84.5,61.5,"","","KA","Gulbarga"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",94.5,85.6,"","","KA","Gulbarga"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",94.6,93.4,"","","KA","Gulbarga"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",4.2,6.6,"","","KA","Gulbarga"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",9.4,0.9,"","","KA","Gulbarga"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",68.9,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Gulbarga"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",53.4,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Gulbarga"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",72.6,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Gulbarga"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.8,0,"","","KA","Gulbarga"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",49.9,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","KA","Gulbarga"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",37.8,56.4,"","","KA","Gulbarga"
"68. Children under age 6 months exclusively breastfed16 (%)",45.1,52,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Gulbarga"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Gulbarga"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",16.9,1.9,"","","KA","Gulbarga"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",10.3,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Gulbarga"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",15.4,2.6,"","","KA","Gulbarga"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",34.5,52.2,"","","KA","Gulbarga"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",25,34,"","","KA","Gulbarga"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",12.2,13.2,"","","KA","Gulbarga"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",36.2,56.7,"","","KA","Gulbarga"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",4.1,1.3,"","","KA","Gulbarga"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",20.8,22.5,"","","KA","Gulbarga"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",21.8,14.8,"","","KA","Gulbarga"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",46.2,NA,"","","KA","Gulbarga"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",75.1,72.4,"","","KA","Gulbarga"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",56,42.5,"","","KA","Gulbarga"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",58,53.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Gulbarga"
"84. All women age 15-49 years who are anaemic22 (%)",56,43.1,"","","KA","Gulbarga"
"85. All women age 15-19 years who are anaemic22 (%)",61.4,46.6,"","","KA","Gulbarga"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",5.9,NA,"","","KA","Gulbarga"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",3.8,NA,"","","KA","Gulbarga"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",11.4,NA,"","","KA","Gulbarga"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",7.2,NA,"","","KA","Gulbarga"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",6.1,NA,"","","KA","Gulbarga"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.1,NA,"","","KA","Gulbarga"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.3,NA,"","","KA","Gulbarga"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.4,NA,"","","KA","Gulbarga"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",17,NA,"","","KA","Gulbarga"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",16.1,NA,"","","KA","Gulbarga"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.5,NA,"","","KA","Gulbarga"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",24.8,NA,"","","KA","Gulbarga"
"98. Ever undergone a screening test for cervical cancer (%)",1.4,NA,"","","KA","Gulbarga"
"99. Ever undergone a breast examination for breast cancer (%)",0.8,NA,"","","KA","Gulbarga"
"100. Ever undergone an oral cavity examination for oral cancer (%)",1.8,NA,"","","KA","Gulbarga"
"101. Women age 15 years and above who use any kind of tobacco (%)",11,NA,"","","KA","Gulbarga"
"102. Men age 15 years and above who use any kind of tobacco (%)",33.5,NA,"","","KA","Gulbarga"
"103. Women age 15 years and above who consume alcohol (%)",0.8,NA,"","","KA","Gulbarga"
"104. Men age 15 years and above who consume alcohol (%)",17,NA,"","","KA","Gulbarga"
"1. Female population age 6 years and above who ever attended school (%)",74.4,69.4,"","","KA","Hassan"
"2. Population below age 15 years (%)",20.2,21.8,"","","KA","Hassan"
"3. Sex ratio of the total population (females per 1,000 males)",1102,1077,"","","KA","Hassan"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",872,1140,"","","KA","Hassan"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",98.4,96.9,"","","KA","Hassan"
"6. Deaths in the last 3 years registered with the civil authority (%)",90,NA,"","","KA","Hassan"
"7. Population living in households with electricity (%)",99.3,97.5,"","","KA","Hassan"
"8. Population living in households with an improved drinking-water source1 (%)",96.8,97.4,"","","KA","Hassan"
"9. Population living in households that use an improved sanitation facility2 (%)",87.9,66.9,"","","KA","Hassan"
"10. Households using clean fuel for cooking3 (%)",86.1,51.1,"","","KA","Hassan"
"11. Households using iodized salt (%)",98.5,94.2,"","","KA","Hassan"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",36.9,39.8,"","","KA","Hassan"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",8.9,NA,"Based on 25-49 unweighted cases","","KA","Hassan"
"14. Women who are literate4 (%)",82,NA,"","","KA","Hassan"
"15. Women with 10 or more years of schooling (%)",51.3,45.6,"","","KA","Hassan"
"16. Women age 20-24 years married before age 18 years (%)",16.2,13.2,"","","KA","Hassan"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,0.4,"","","KA","Hassan"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",6.4,6.6,"","","KA","Hassan"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",92,83.4,"","","KA","Hassan"
"20. Any method6 (%)",78.1,56.7,"","","KA","Hassan"
"21. Any modern method6 (%)",77.5,56.2,"","","KA","Hassan"
"22. Female sterilization (%)",62.1,51.1,"","","KA","Hassan"
"23. Male sterilization (%)",0.4,0,"","","KA","Hassan"
"24. IUD/PPIUD (%)",6.3,3.1,"","","KA","Hassan"
"25. Pill (%)",3.2,0.7,"","","KA","Hassan"
"26. Condom (%)",3.3,1.3,"","","KA","Hassan"
"27. Injectables (%)",0.8,0,"","","KA","Hassan"
"28. Total unmet need7 (%)",5.2,7.9,"","","KA","Hassan"
"29. Unmet need for spacing7 (%)",1.8,3.8,"","","KA","Hassan"
"30. Health worker ever talked to female non-users about family planning (%)",57.1,12.8,"","","KA","Hassan"
"31. Current users ever told about side effects of current method8 (%)",82.2,52.4,"","","KA","Hassan"
"32. Mothers who had an antenatal check-up in the first trimester (%)",67.6,72.4,"","","KA","Hassan"
"33. Mothers who had at least 4 antenatal care visits (%)",75.8,86.4,"","","KA","Hassan"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",98.6,90.3,"","","KA","Hassan"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",50.1,38.8,"","","KA","Hassan"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",33.6,27.3,"","","KA","Hassan"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",97.8,96.5,"","","KA","Hassan"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",92.6,68.3,"","","KA","Hassan"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3421,4493,"","","KA","Hassan"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Hassan"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",86.1,NA,"","","KA","Hassan"
"42. Institutional births (%)",100,97.3,"","","KA","Hassan"
"43. Institutional births in public facility (%)",71.7,57.2,"","","KA","Hassan"
"44. Home births that were conducted by skilled health personnel10 (%)",0,0,"","","KA","Hassan"
"45. Births attended by skilled health personnel10 (%)",97.1,96.5,"","","KA","Hassan"
"46. Births delivered by caesarean section (%)",41.8,32.8,"","","KA","Hassan"
"47. Births in a private health facility that were delivered by caesarean section (%)",71.6,51.8,"","","KA","Hassan"
"48. Births in a public health facility that were delivered by caesarean section (%)",30,21,"","","KA","Hassan"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",96.8,68.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",94.3,56.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"51. Children age 12-23 months who have received BCG (%)",100,97.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",96.8,82.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",100,84.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",100,84.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",39.3,NA,"Based on 25-49 unweighted cases","","KA","Hassan"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",8.7,NA,"Based on 25-49 unweighted cases","","KA","Hassan"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",97.3,66.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",91.7,82.7,"","","KA","Hassan"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",97.4,89,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",2.6,11,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4,8.8,"","","KA","Hassan"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Hassan"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Hassan"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Hassan"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.9,2.3,"","","KA","Hassan"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,81.9,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",43.1,50.8,"","","KA","Hassan"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Hassan"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Hassan"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",25.2,0,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Hassan"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",29.1,4.6,"","Based on 25-49 unweighted cases","KA","Hassan"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",27.1,27,"","","KA","Hassan"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",15.2,19.1,"","","KA","Hassan"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5.2,6.4,"","","KA","Hassan"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",23.8,26.4,"","","KA","Hassan"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",5.1,0.6,"","","KA","Hassan"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",11.1,18.4,"","","KA","Hassan"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",36.1,27.9,"","","KA","Hassan"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",57,NA,"","","KA","Hassan"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",63.6,53.1,"","","KA","Hassan"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",42,47.5,"","","KA","Hassan"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",47,33,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","KA","Hassan"
"84. All women age 15-49 years who are anaemic22 (%)",42.2,47,"","","KA","Hassan"
"85. All women age 15-19 years who are anaemic22 (%)",34.2,43.7,"","","KA","Hassan"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.6,NA,"","","KA","Hassan"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",8.4,NA,"","","KA","Hassan"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16.3,NA,"","","KA","Hassan"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",8.8,NA,"","","KA","Hassan"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",9.1,NA,"","","KA","Hassan"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",18.7,NA,"","","KA","Hassan"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",15.7,NA,"","","KA","Hassan"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.6,NA,"","","KA","Hassan"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",28.1,NA,"","","KA","Hassan"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18,NA,"","","KA","Hassan"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",8,NA,"","","KA","Hassan"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",29.5,NA,"","","KA","Hassan"
"98. Ever undergone a screening test for cervical cancer (%)",0,NA,"","","KA","Hassan"
"99. Ever undergone a breast examination for breast cancer (%)",0,NA,"","","KA","Hassan"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0,NA,"","","KA","Hassan"
"101. Women age 15 years and above who use any kind of tobacco (%)",10.9,NA,"","","KA","Hassan"
"102. Men age 15 years and above who use any kind of tobacco (%)",29,NA,"","","KA","Hassan"
"103. Women age 15 years and above who consume alcohol (%)",1,NA,"","","KA","Hassan"
"104. Men age 15 years and above who consume alcohol (%)",26.6,NA,"","","KA","Hassan"
"1. Female population age 6 years and above who ever attended school (%)",72.6,71.1,"","","KA","Haveri"
"2. Population below age 15 years (%)",25.4,24.1,"","","KA","Haveri"
"3. Sex ratio of the total population (females per 1,000 males)",978,906,"","","KA","Haveri"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",805,974,"","","KA","Haveri"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",98.6,96.9,"","","KA","Haveri"
"6. Deaths in the last 3 years registered with the civil authority (%)",89.6,NA,"","","KA","Haveri"
"7. Population living in households with electricity (%)",99.1,97.3,"","","KA","Haveri"
"8. Population living in households with an improved drinking-water source1 (%)",99.1,98.2,"","","KA","Haveri"
"9. Population living in households that use an improved sanitation facility2 (%)",68.9,56,"","","KA","Haveri"
"10. Households using clean fuel for cooking3 (%)",60.7,35.8,"","","KA","Haveri"
"11. Households using iodized salt (%)",87.9,84.4,"","","KA","Haveri"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",28.8,44.4,"","","KA","Haveri"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",13.8,NA,"","","KA","Haveri"
"14. Women who are literate4 (%)",71.5,NA,"","","KA","Haveri"
"15. Women with 10 or more years of schooling (%)",40,32.2,"","","KA","Haveri"
"16. Women age 20-24 years married before age 18 years (%)",16.5,20.2,"","","KA","Haveri"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",3.4,2,"","","KA","Haveri"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",4.2,12.3,"","","KA","Haveri"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",75.8,59.6,"","","KA","Haveri"
"20. Any method6 (%)",44.6,48.6,"","","KA","Haveri"
"21. Any modern method6 (%)",44.6,48.6,"","","KA","Haveri"
"22. Female sterilization (%)",42.6,48.4,"","","KA","Haveri"
"23. Male sterilization (%)",0,0,"","","KA","Haveri"
"24. IUD/PPIUD (%)",0.7,0,"","","KA","Haveri"
"25. Pill (%)",0.3,0.2,"","","KA","Haveri"
"26. Condom (%)",1,0,"","","KA","Haveri"
"27. Injectables (%)",0,0,"","","KA","Haveri"
"28. Total unmet need7 (%)",8.4,9.4,"","","KA","Haveri"
"29. Unmet need for spacing7 (%)",3.5,7,"","","KA","Haveri"
"30. Health worker ever talked to female non-users about family planning (%)",20.8,23,"","","KA","Haveri"
"31. Current users ever told about side effects of current method8 (%)",55.8,45.7,"","","KA","Haveri"
"32. Mothers who had an antenatal check-up in the first trimester (%)",73.3,68.1,"","","KA","Haveri"
"33. Mothers who had at least 4 antenatal care visits (%)",58.7,68.8,"","","KA","Haveri"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",88,87.3,"","","KA","Haveri"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",30.5,27.2,"","","KA","Haveri"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",16.8,18.2,"","","KA","Haveri"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.8,93.4,"","","KA","Haveri"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",92.4,64.2,"","","KA","Haveri"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",11573,2886,"","","KA","Haveri"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Haveri"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",85.4,NA,"","","KA","Haveri"
"42. Institutional births (%)",97.2,96.7,"","","KA","Haveri"
"43. Institutional births in public facility (%)",82.6,78.3,"","","KA","Haveri"
"44. Home births that were conducted by skilled health personnel10 (%)",2,1.2,"","","KA","Haveri"
"45. Births attended by skilled health personnel10 (%)",95.8,91,"","","KA","Haveri"
"46. Births delivered by caesarean section (%)",23.9,18.6,"","","KA","Haveri"
"47. Births in a private health facility that were delivered by caesarean section (%)",49.3,53.1,"","Based on 25-49 unweighted cases","KA","Haveri"
"48. Births in a public health facility that were delivered by caesarean section (%)",20.2,11.3,"","","KA","Haveri"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",95.7,69.3,"","","KA","Haveri"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",93.4,81.7,"","Based on 25-49 unweighted cases","KA","Haveri"
"51. Children age 12-23 months who have received BCG (%)",98.6,98,"","","KA","Haveri"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",95.7,71.3,"","","KA","Haveri"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",97.2,80,"","","KA","Haveri"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",97.2,92.8,"","","KA","Haveri"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",36.6,NA,"","","KA","Haveri"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",5.2,NA,"","","KA","Haveri"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",94.1,58.3,"","","KA","Haveri"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",78.4,92,"","","KA","Haveri"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",98.5,95.7,"","Based on 25-49 unweighted cases","KA","Haveri"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",1.6,4.3,"","Based on 25-49 unweighted cases","KA","Haveri"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",8.9,6.5,"","","KA","Haveri"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",53.8,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","KA","Haveri"
