"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",10.5,13.5,"","","AP","Krishna"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",40.6,45.5,"","","AP","Krishna"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",53.5,NA,"","","AP","Krishna"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",65.7,58.1,"","","AP","Krishna"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",60.4,59.7,"","","AP","Krishna"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Krishna"
"84. All women age 15-49 years who are anaemic22 (%)",60.3,59.4,"","","AP","Krishna"
"85. All women age 15-19 years who are anaemic22 (%)",59,64.9,"","","AP","Krishna"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",7.9,NA,"","","AP","Krishna"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",13.4,NA,"","","AP","Krishna"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",23.3,NA,"","","AP","Krishna"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",8.5,NA,"","","AP","Krishna"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",11.9,NA,"","","AP","Krishna"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",22.5,NA,"","","AP","Krishna"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.4,NA,"","","AP","Krishna"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.3,NA,"","","AP","Krishna"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",24,NA,"","","AP","Krishna"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.6,NA,"","","AP","Krishna"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.1,NA,"","","AP","Krishna"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",28.5,NA,"","","AP","Krishna"
"98. Ever undergone a screening test for cervical cancer (%)",5.4,NA,"","","AP","Krishna"
"99. Ever undergone a breast examination for breast cancer (%)",2.1,NA,"","","AP","Krishna"
"100. Ever undergone an oral cavity examination for oral cancer (%)",12.3,NA,"","","AP","Krishna"
"101. Women age 15 years and above who use any kind of tobacco (%)",1.4,NA,"","","AP","Krishna"
"102. Men age 15 years and above who use any kind of tobacco (%)",21.3,NA,"","","AP","Krishna"
"103. Women age 15 years and above who consume alcohol (%)",0.4,NA,"","","AP","Krishna"
"104. Men age 15 years and above who consume alcohol (%)",22.8,NA,"","","AP","Krishna"
"1. Female population age 6 years and above who ever attended school (%)",55.2,56.6,"","","AP","Kurnool"
"2. Population below age 15 years (%)",25.9,29.4,"","","AP","Kurnool"
"3. Sex ratio of the total population (females per 1,000 males)",1045,1021,"","","AP","Kurnool"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",918,816,"","","AP","Kurnool"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",86.1,73.3,"","","AP","Kurnool"
"6. Deaths in the last 3 years registered with the civil authority (%)",77.9,NA,"","","AP","Kurnool"
"7. Population living in households with electricity (%)",99.9,99.9,"","","AP","Kurnool"
"8. Population living in households with an improved drinking-water source1 (%)",97.9,98.6,"","","AP","Kurnool"
"9. Population living in households that use an improved sanitation facility2 (%)",73.5,52.5,"","","AP","Kurnool"
"10. Households using clean fuel for cooking3 (%)",78.1,63.7,"","","AP","Kurnool"
"11. Households using iodized salt (%)",70.4,74.7,"","","AP","Kurnool"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",73.3,75.4,"","","AP","Kurnool"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",5.5,NA,"","","AP","Kurnool"
"14. Women who are literate4 (%)",57,NA,"","","AP","Kurnool"
"15. Women with 10 or more years of schooling (%)",33.4,24.9,"","","AP","Kurnool"
"16. Women age 20-24 years married before age 18 years (%)",36.9,43.5,"","","AP","Kurnool"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",3,4.5,"","","AP","Kurnool"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",12.4,12.9,"","","AP","Kurnool"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",78.9,62.5,"","","AP","Kurnool"
"20. Any method6 (%)",70,65.9,"","","AP","Kurnool"
"21. Any modern method6 (%)",70,65.9,"","","AP","Kurnool"
"22. Female sterilization (%)",69.5,65.9,"","","AP","Kurnool"
"23. Male sterilization (%)",0,0,"","","AP","Kurnool"
"24. IUD/PPIUD (%)",0,0,"","","AP","Kurnool"
"25. Pill (%)",0.2,0,"","","AP","Kurnool"
"26. Condom (%)",0.4,0,"","","AP","Kurnool"
"27. Injectables (%)",0,0,"","","AP","Kurnool"
"28. Total unmet need7 (%)",2.1,4.7,"","","AP","Kurnool"
"29. Unmet need for spacing7 (%)",0.9,4,"","","AP","Kurnool"
"30. Health worker ever talked to female non-users about family planning (%)",20.7,23,"","","AP","Kurnool"
"31. Current users ever told about side effects of current method8 (%)",22.2,23.1,"","","AP","Kurnool"
"32. Mothers who had an antenatal check-up in the first trimester (%)",78.6,80.7,"","","AP","Kurnool"
"33. Mothers who had at least 4 antenatal care visits (%)",74.3,71.7,"","","AP","Kurnool"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",91.3,94.4,"","","AP","Kurnool"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",69.8,52.9,"","","AP","Kurnool"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",43.3,25.9,"","","AP","Kurnool"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",95.6,93.1,"","","AP","Kurnool"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",87.8,67,"","","AP","Kurnool"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2094,1409,"","","AP","Kurnool"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,4.9,"Percentage not shown; based on fewer than 25 unweighted cases","","AP","Kurnool"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",87.3,NA,"","","AP","Kurnool"
"42. Institutional births (%)",88.5,75.5,"","","AP","Kurnool"
"43. Institutional births in public facility (%)",51.1,36,"","","AP","Kurnool"
"44. Home births that were conducted by skilled health personnel10 (%)",2,10.7,"","","AP","Kurnool"
"45. Births attended by skilled health personnel10 (%)",90.6,86.2,"","","AP","Kurnool"
"46. Births delivered by caesarean section (%)",32.9,27.6,"","","AP","Kurnool"
"47. Births in a private health facility that were delivered by caesarean section (%)",64.5,51.9,"","","AP","Kurnool"
"48. Births in a public health facility that were delivered by caesarean section (%)",17.2,19.8,"","","AP","Kurnool"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",67,66.1,"","","AP","Kurnool"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",80.4,78.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Kurnool"
"51. Children age 12-23 months who have received BCG (%)",95.9,95.5,"","","AP","Kurnool"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",69,73.7,"","","AP","Kurnool"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",86.3,90.1,"","","AP","Kurnool"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",84.1,89.7,"","","AP","Kurnool"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",22.3,NA,"","","AP","Kurnool"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",69.1,NA,"","","AP","Kurnool"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",76.6,73.7,"","","AP","Kurnool"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",79.1,70.7,"","","AP","Kurnool"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,94.8,"","","AP","Kurnool"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,5.3,"","","AP","Kurnool"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",4.5,2.5,"","","AP","Kurnool"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Kurnool"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Kurnool"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Kurnool"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",4.2,0,"","","AP","Kurnool"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",73.1,NA,"","Percentage not shown; based on fewer than 25 unweighted cases","AP","Kurnool"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",67.2,32,"","","AP","Kurnool"
"68. Children under age 6 months exclusively breastfed16 (%)",78.1,88.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Kurnool"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Kurnool"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",9.6,0,"","","AP","Kurnool"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Kurnool"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",9.6,1.4,"","","AP","Kurnool"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",50.5,44.1,"","","AP","Kurnool"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",16.7,18.8,"","","AP","Kurnool"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6,4.7,"","","AP","Kurnool"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",46.3,37.5,"","","AP","Kurnool"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.1,0.6,"","","AP","Kurnool"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",20.6,21.6,"","","AP","Kurnool"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",29,24.9,"","","AP","Kurnool"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",42.1,NA,"","","AP","Kurnool"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",70.8,54.5,"","","AP","Kurnool"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",58.3,54.6,"","","AP","Kurnool"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",67.8,51.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Kurnool"
"84. All women age 15-49 years who are anaemic22 (%)",58.6,54.5,"","","AP","Kurnool"
"85. All women age 15-19 years who are anaemic22 (%)",61.1,54.2,"","","AP","Kurnool"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.9,NA,"","","AP","Kurnool"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",6.9,NA,"","","AP","Kurnool"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.1,NA,"","","AP","Kurnool"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.2,NA,"","","AP","Kurnool"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",10.2,NA,"","","AP","Kurnool"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20.6,NA,"","","AP","Kurnool"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.3,NA,"","","AP","Kurnool"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.1,NA,"","","AP","Kurnool"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",27,NA,"","","AP","Kurnool"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",22.2,NA,"","","AP","Kurnool"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",7.4,NA,"","","AP","Kurnool"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",31.8,NA,"","","AP","Kurnool"
"98. Ever undergone a screening test for cervical cancer (%)",2.3,NA,"","","AP","Kurnool"
"99. Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","AP","Kurnool"
"100. Ever undergone an oral cavity examination for oral cancer (%)",2.9,NA,"","","AP","Kurnool"
"101. Women age 15 years and above who use any kind of tobacco (%)",2.1,NA,"","","AP","Kurnool"
"102. Men age 15 years and above who use any kind of tobacco (%)",19.9,NA,"","","AP","Kurnool"
"103. Women age 15 years and above who consume alcohol (%)",0.4,NA,"","","AP","Kurnool"
"104. Men age 15 years and above who consume alcohol (%)",20,NA,"","","AP","Kurnool"
"1. Female population age 6 years and above who ever attended school (%)",58.1,53.5,"","","AP","Prakasam"
"2. Population below age 15 years (%)",23.1,25,"","","AP","Prakasam"
"3. Sex ratio of the total population (females per 1,000 males)",1011,1016,"","","AP","Prakasam"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",837,799,"","","AP","Prakasam"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",87.1,68.9,"","","AP","Prakasam"
"6. Deaths in the last 3 years registered with the civil authority (%)",88.9,NA,"","","AP","Prakasam"
"7. Population living in households with electricity (%)",99.3,98.8,"","","AP","Prakasam"
"8. Population living in households with an improved drinking-water source1 (%)",98.6,94.1,"","","AP","Prakasam"
"9. Population living in households that use an improved sanitation facility2 (%)",78.4,53.7,"","","AP","Prakasam"
"10. Households using clean fuel for cooking3 (%)",90.8,65.9,"","","AP","Prakasam"
"11. Households using iodized salt (%)",85.5,76.4,"","","AP","Prakasam"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",67.6,75.3,"","","AP","Prakasam"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",7.6,NA,"","","AP","Prakasam"
"14. Women who are literate4 (%)",62.8,NA,"","","AP","Prakasam"
"15. Women with 10 or more years of schooling (%)",34.5,28.5,"","","AP","Prakasam"
"16. Women age 20-24 years married before age 18 years (%)",37.3,46.1,"","","AP","Prakasam"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",3.1,4.7,"","","AP","Prakasam"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",16.4,17.1,"","","AP","Prakasam"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",86.6,72.5,"","","AP","Prakasam"
"20. Any method6 (%)",69,70.9,"","","AP","Prakasam"
"21. Any modern method6 (%)",68.7,70.9,"","","AP","Prakasam"
"22. Female sterilization (%)",68.7,70.3,"","","AP","Prakasam"
"23. Male sterilization (%)",0,0,"","","AP","Prakasam"
"24. IUD/PPIUD (%)",0,0.2,"","","AP","Prakasam"
"25. Pill (%)",0,0.2,"","","AP","Prakasam"
"26. Condom (%)",0,0.3,"","","AP","Prakasam"
"27. Injectables (%)",0,0,"","","AP","Prakasam"
"28. Total unmet need7 (%)",4.8,4.7,"","","AP","Prakasam"
"29. Unmet need for spacing7 (%)",1.6,3.2,"","","AP","Prakasam"
"30. Health worker ever talked to female non-users about family planning (%)",25.4,17.9,"","","AP","Prakasam"
"31. Current users ever told about side effects of current method8 (%)",18.9,22.4,"","","AP","Prakasam"
"32. Mothers who had an antenatal check-up in the first trimester (%)",84.7,73.5,"","","AP","Prakasam"
"33. Mothers who had at least 4 antenatal care visits (%)",73.4,73.7,"","","AP","Prakasam"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",92.2,97,"","","AP","Prakasam"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",69,48.2,"","","AP","Prakasam"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",51.8,33.8,"","","AP","Prakasam"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",92.8,86.9,"","","AP","Prakasam"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.1,75.9,"","","AP","Prakasam"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",NA,1909,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Prakasam"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.3,NA,"","","AP","Prakasam"
"42. Institutional births (%)",97.4,91.4,"","","AP","Prakasam"
"43. Institutional births in public facility (%)",18.1,29.2,"","","AP","Prakasam"
"44. Home births that were conducted by skilled health personnel10 (%)",0.5,5,"","","AP","Prakasam"
"45. Births attended by skilled health personnel10 (%)",97.9,95.7,"","","AP","Prakasam"
"46. Births delivered by caesarean section (%)",54.2,38.4,"","","AP","Prakasam"
"47. Births in a private health facility that were delivered by caesarean section (%)",61,50.7,"","","AP","Prakasam"
"48. Births in a public health facility that were delivered by caesarean section (%)",31.8,23.5,"Based on 25-49 unweighted cases","","AP","Prakasam"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",51.9,64,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",NA,79.5,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"51. Children age 12-23 months who have received BCG (%)",89.3,97.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",55,68.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",76,89,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",65.3,93.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",28,NA,"Based on 25-49 unweighted cases","","AP","Prakasam"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",63.1,NA,"Based on 25-49 unweighted cases","","AP","Prakasam"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",61.9,57.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",79.9,71.4,"","","AP","Prakasam"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",NA,100,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",NA,0,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",7.9,11.3,"","","AP","Prakasam"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,56.9,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,43.2,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,82.7,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.9,0.7,"","","AP","Prakasam"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",64.9,66.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",73.8,30.9,"","","AP","Prakasam"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Prakasam"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Prakasam"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",12,7.4,"Based on 25-49 unweighted cases","","AP","Prakasam"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","AP","Prakasam"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",13.4,11.3,"Based on 25-49 unweighted cases","","AP","Prakasam"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",22.6,28.2,"","","AP","Prakasam"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",8.7,15.3,"","","AP","Prakasam"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",3.3,3.6,"","","AP","Prakasam"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",24.7,30.3,"","","AP","Prakasam"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",5.1,0.8,"","","AP","Prakasam"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",14.4,16.9,"","","AP","Prakasam"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",39.5,32.5,"","","AP","Prakasam"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",50.5,NA,"","","AP","Prakasam"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",62.6,56.3,"","","AP","Prakasam"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",60.6,57.7,"","","AP","Prakasam"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,57.9,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","AP","Prakasam"
"84. All women age 15-49 years who are anaemic22 (%)",60.4,57.7,"","","AP","Prakasam"
"85. All women age 15-19 years who are anaemic22 (%)",64.8,59,"","","AP","Prakasam"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",7.9,NA,"","","AP","Prakasam"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",12.6,NA,"","","AP","Prakasam"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",23.2,NA,"","","AP","Prakasam"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",11.8,NA,"","","AP","Prakasam"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",15.3,NA,"","","AP","Prakasam"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",30.2,NA,"","","AP","Prakasam"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",14.6,NA,"","","AP","Prakasam"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",6.4,NA,"","","AP","Prakasam"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",27.8,NA,"","","AP","Prakasam"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",19.8,NA,"","","AP","Prakasam"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",8.3,NA,"","","AP","Prakasam"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",33,NA,"","","AP","Prakasam"
"98. Ever undergone a screening test for cervical cancer (%)",4.1,NA,"","","AP","Prakasam"
"99. Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","AP","Prakasam"
"100. Ever undergone an oral cavity examination for oral cancer (%)",10,NA,"","","AP","Prakasam"
"101. Women age 15 years and above who use any kind of tobacco (%)",2.2,NA,"","","AP","Prakasam"
"102. Men age 15 years and above who use any kind of tobacco (%)",28.2,NA,"","","AP","Prakasam"
"103. Women age 15 years and above who consume alcohol (%)",0.3,NA,"","","AP","Prakasam"
"104. Men age 15 years and above who consume alcohol (%)",19,NA,"","","AP","Prakasam"
"1. Female population age 6 years and above who ever attended school (%)",67.9,60.6,"","","AP","Sri Potti Sriramulu Nellore"
"2. Population below age 15 years (%)",20.8,22.9,"","","AP","Sri Potti Sriramulu Nellore"
"3. Sex ratio of the total population (females per 1,000 males)",1049,1039,"","","AP","Sri Potti Sriramulu Nellore"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1011,1156,"","","AP","Sri Potti Sriramulu Nellore"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",88.1,80.7,"","","AP","Sri Potti Sriramulu Nellore"
"6. Deaths in the last 3 years registered with the civil authority (%)",84.8,NA,"","","AP","Sri Potti Sriramulu Nellore"
"7. Population living in households with electricity (%)",99.1,98.2,"","","AP","Sri Potti Sriramulu Nellore"
"8. Population living in households with an improved drinking-water source1 (%)",95.6,95.2,"","","AP","Sri Potti Sriramulu Nellore"
"9. Population living in households that use an improved sanitation facility2 (%)",81.8,54.3,"","","AP","Sri Potti Sriramulu Nellore"
"10. Households using clean fuel for cooking3 (%)",84.6,57.1,"","","AP","Sri Potti Sriramulu Nellore"
"11. Households using iodized salt (%)",85.6,82.2,"","","AP","Sri Potti Sriramulu Nellore"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",72.3,73,"","","AP","Sri Potti Sriramulu Nellore"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",9.6,NA,"","","AP","Sri Potti Sriramulu Nellore"
"14. Women who are literate4 (%)",70.5,NA,"","","AP","Sri Potti Sriramulu Nellore"
