"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",31.3,26.3,"","","HP","Mandi"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",19.9,13.1,"","","HP","Mandi"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",8,4.5,"","","HP","Mandi"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",21.3,16.2,"","","HP","Mandi"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",7,2.4,"","","HP","Mandi"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",12.8,15.2,"","","HP","Mandi"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",31.6,24,"","","HP","Mandi"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",67.5,NA,"","","HP","Mandi"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",52.2,37.8,"","","HP","Mandi"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",49,39.7,"","","HP","Mandi"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",43.5,42.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Mandi"
"84. All women age 15-49 years who are anaemic22 (%)",48.9,39.8,"","","HP","Mandi"
"85. All women age 15-19 years who are anaemic22 (%)",49.9,46.5,"","","HP","Mandi"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",6.9,NA,"","","HP","Mandi"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",5.4,NA,"","","HP","Mandi"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",13.2,NA,"","","HP","Mandi"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",8.1,NA,"","","HP","Mandi"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",5.8,NA,"","","HP","Mandi"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",15.3,NA,"","","HP","Mandi"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.8,NA,"","","HP","Mandi"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.2,NA,"","","HP","Mandi"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",20.8,NA,"","","HP","Mandi"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",15.7,NA,"","","HP","Mandi"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.7,NA,"","","HP","Mandi"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",23.8,NA,"","","HP","Mandi"
"98. Ever undergone a screening test for cervical cancer (%)",0.5,NA,"","","HP","Mandi"
"99. Ever undergone a breast examination for breast cancer (%)",0.4,NA,"","","HP","Mandi"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.2,NA,"","","HP","Mandi"
"101. Women age 15 years and above who use any kind of tobacco (%)",1.4,NA,"","","HP","Mandi"
"102. Men age 15 years and above who use any kind of tobacco (%)",31.7,NA,"","","HP","Mandi"
"103. Women age 15 years and above who consume alcohol (%)",0.6,NA,"","","HP","Mandi"
"104. Men age 15 years and above who consume alcohol (%)",35,NA,"","","HP","Mandi"
"1. Female population age 6 years and above who ever attended school (%)",81.3,78.6,"","","HP","Bilaspur"
"2. Population below age 15 years (%)",22.1,25.8,"","","HP","Bilaspur"
"3. Sex ratio of the total population (females per 1,000 males)",1096,1086,"","","HP","Bilaspur"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",875,915,"","","HP","Bilaspur"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",96.9,95.5,"","","HP","Bilaspur"
"6. Deaths in the last 3 years registered with the civil authority (%)",93.4,NA,"","","HP","Bilaspur"
"7. Population living in households with electricity (%)",100,99.9,"","","HP","Bilaspur"
"8. Population living in households with an improved drinking-water source1 (%)",92.9,81.2,"","","HP","Bilaspur"
"9. Population living in households that use an improved sanitation facility2 (%)",80.8,71.9,"","","HP","Bilaspur"
"10. Households using clean fuel for cooking3 (%)",35.8,19.1,"","","HP","Bilaspur"
"11. Households using iodized salt (%)",98.7,99.6,"","","HP","Bilaspur"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",35.4,18.4,"","","HP","Bilaspur"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",3.5,NA,"","","HP","Bilaspur"
"14. Women who are literate4 (%)",91.2,NA,"","","HP","Bilaspur"
"15. Women with 10 or more years of schooling (%)",64.2,60.5,"","","HP","Bilaspur"
"16. Women age 20-24 years married before age 18 years (%)",10,13.6,"","","HP","Bilaspur"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0.5,1.4,"","","HP","Bilaspur"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",3.2,1.5,"","","HP","Bilaspur"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",94.4,89.4,"","","HP","Bilaspur"
"20. Any method6 (%)",80.8,52.1,"","","HP","Bilaspur"
"21. Any modern method6 (%)",70.3,50.2,"","","HP","Bilaspur"
"22. Female sterilization (%)",53.1,39.7,"","","HP","Bilaspur"
"23. Male sterilization (%)",2.5,1,"","","HP","Bilaspur"
"24. IUD/PPIUD (%)",0.4,0.3,"","","HP","Bilaspur"
"25. Pill (%)",1.5,1.7,"","","HP","Bilaspur"
"26. Condom (%)",12.4,7.3,"","","HP","Bilaspur"
"27. Injectables (%)",0.2,0.3,"","","HP","Bilaspur"
"28. Total unmet need7 (%)",7.2,16.4,"","","HP","Bilaspur"
"29. Unmet need for spacing7 (%)",2.4,3.5,"","","HP","Bilaspur"
"30. Health worker ever talked to female non-users about family planning (%)",25,15.1,"","","HP","Bilaspur"
"31. Current users ever told about side effects of current method8 (%)",49.8,35.5,"","","HP","Bilaspur"
"32. Mothers who had an antenatal check-up in the first trimester (%)",76.4,71.8,"","","HP","Bilaspur"
"33. Mothers who had at least 4 antenatal care visits (%)",81.4,58.8,"","","HP","Bilaspur"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",92.4,75.4,"","","HP","Bilaspur"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",72.4,55.4,"","","HP","Bilaspur"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",48.9,29.7,"","","HP","Bilaspur"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99.3,93,"","","HP","Bilaspur"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",92.9,75.8,"","","HP","Bilaspur"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3360,4743,"","","HP","Bilaspur"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,3.1,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90,NA,"","","HP","Bilaspur"
"42. Institutional births (%)",91.7,82.9,"","","HP","Bilaspur"
"43. Institutional births in public facility (%)",72.1,58.4,"","","HP","Bilaspur"
"44. Home births that were conducted by skilled health personnel10 (%)",0.5,2.3,"","","HP","Bilaspur"
"45. Births attended by skilled health personnel10 (%)",87.6,84.1,"","","HP","Bilaspur"
"46. Births delivered by caesarean section (%)",19.2,15.7,"","","HP","Bilaspur"
"47. Births in a private health facility that were delivered by caesarean section (%)",26.2,29.8,"Based on 25-49 unweighted cases","","HP","Bilaspur"
"48. Births in a public health facility that were delivered by caesarean section (%)",19.5,14.4,"","","HP","Bilaspur"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",100,58.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",100,72,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"51. Children age 12-23 months who have received BCG (%)",100,92.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",100,71,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",100,81.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",100,86.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",57.9,NA,"Based on 25-49 unweighted cases","","HP","Bilaspur"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",90.3,NA,"Based on 25-49 unweighted cases","","HP","Bilaspur"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",100,55.5,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",75.4,81.5,"","","HP","Bilaspur"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,95.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,4.6,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",6.3,9.3,"","","HP","Bilaspur"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Bilaspur"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Bilaspur"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Bilaspur"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0,3.9,"","","HP","Bilaspur"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,84.8,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",51.1,40.5,"","","HP","Bilaspur"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Bilaspur"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Bilaspur"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",11.6,8,"Based on 25-49 unweighted cases","","HP","Bilaspur"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Bilaspur"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",10.6,9.2,"","","HP","Bilaspur"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",40.1,27.2,"","","HP","Bilaspur"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",12,13.1,"","","HP","Bilaspur"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",2.8,4.5,"","","HP","Bilaspur"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",38.8,23.4,"","","HP","Bilaspur"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",5,1.6,"","","HP","Bilaspur"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",17.5,15.7,"","","HP","Bilaspur"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",29.1,28.4,"","","HP","Bilaspur"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",53.2,NA,"","","HP","Bilaspur"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",44.8,28.3,"","","HP","Bilaspur"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",53.4,39.1,"","","HP","Bilaspur"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,38.1,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","HP","Bilaspur"
"84. All women age 15-49 years who are anaemic22 (%)",53,39.1,"","","HP","Bilaspur"
"85. All women age 15-19 years who are anaemic22 (%)",55.5,33,"","","HP","Bilaspur"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",9.3,NA,"","","HP","Bilaspur"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",8,NA,"","","HP","Bilaspur"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",17.9,NA,"","","HP","Bilaspur"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",9.8,NA,"","","HP","Bilaspur"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",9.1,NA,"","","HP","Bilaspur"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",19.9,NA,"","","HP","Bilaspur"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.5,NA,"","","HP","Bilaspur"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.3,NA,"","","HP","Bilaspur"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",22.1,NA,"","","HP","Bilaspur"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",12.1,NA,"","","HP","Bilaspur"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.6,NA,"","","HP","Bilaspur"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",20.3,NA,"","","HP","Bilaspur"
"98. Ever undergone a screening test for cervical cancer (%)",0.4,NA,"","","HP","Bilaspur"
"99. Ever undergone a breast examination for breast cancer (%)",0,NA,"","","HP","Bilaspur"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.2,NA,"","","HP","Bilaspur"
"101. Women age 15 years and above who use any kind of tobacco (%)",1.8,NA,"","","HP","Bilaspur"
"102. Men age 15 years and above who use any kind of tobacco (%)",33.3,NA,"","","HP","Bilaspur"
"103. Women age 15 years and above who consume alcohol (%)",0.3,NA,"","","HP","Bilaspur"
"104. Men age 15 years and above who consume alcohol (%)",26.2,NA,"","","HP","Bilaspur"
"1. Female population age 6 years and above who ever attended school (%)",86.1,86.1,"","","HP","Una"
"2. Population below age 15 years (%)",21.8,25.7,"","","HP","Una"
"3. Sex ratio of the total population (females per 1,000 males)",1026,1097,"","","HP","Una"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",873,884,"","","HP","Una"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",95.5,94.3,"","","HP","Una"
"6. Deaths in the last 3 years registered with the civil authority (%)",92.9,NA,"","","HP","Una"
"7. Population living in households with electricity (%)",98.5,99.7,"","","HP","Una"
"8. Population living in households with an improved drinking-water source1 (%)",98.8,98.9,"","","HP","Una"
"9. Population living in households that use an improved sanitation facility2 (%)",81.4,71,"","","HP","Una"
"10. Households using clean fuel for cooking3 (%)",46.2,32.2,"","","HP","Una"
"11. Households using iodized salt (%)",98.6,98.3,"","","HP","Una"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",22.6,10.7,"","","HP","Una"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",4.4,NA,"","","HP","Una"
"14. Women who are literate4 (%)",92.5,NA,"","","HP","Una"
"15. Women with 10 or more years of schooling (%)",66.8,57.8,"","","HP","Una"
"16. Women age 20-24 years married before age 18 years (%)",1.6,4,"","","HP","Una"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,0.7,"","","HP","Una"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",2.1,1.3,"","","HP","Una"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",93.7,77.1,"","","HP","Una"
"20. Any method6 (%)",53.3,33.9,"","","HP","Una"
"21. Any modern method6 (%)",45.9,32.6,"","","HP","Una"
"22. Female sterilization (%)",26.3,15.6,"","","HP","Una"
"23. Male sterilization (%)",0.2,0.4,"","","HP","Una"
"24. IUD/PPIUD (%)",2.4,0.6,"","","HP","Una"
"25. Pill (%)",2.3,1.7,"","","HP","Una"
"26. Condom (%)",14.6,14.2,"","","HP","Una"
"27. Injectables (%)",0,0.2,"","","HP","Una"
"28. Total unmet need7 (%)",15.8,20.6,"","","HP","Una"
"29. Unmet need for spacing7 (%)",5,5.3,"","","HP","Una"
"30. Health worker ever talked to female non-users about family planning (%)",14.8,17.3,"","","HP","Una"
"31. Current users ever told about side effects of current method8 (%)",71.4,47.2,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Una"
"32. Mothers who had an antenatal check-up in the first trimester (%)",70.7,68,"","","HP","Una"
"33. Mothers who had at least 4 antenatal care visits (%)",71.7,72.3,"","","HP","Una"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",86.7,77.5,"","","HP","Una"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",46.5,52.1,"","","HP","Una"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",36,36.4,"","","HP","Una"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",99.4,96.3,"","","HP","Una"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",84.9,68.4,"","","HP","Una"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",4903,4418,"","","HP","Una"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,0,"Percentage not shown; based on fewer than 25 unweighted cases","Based on 25-49 unweighted cases","HP","Una"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",87.1,NA,"","","HP","Una"
"42. Institutional births (%)",89.7,80.6,"","","HP","Una"
"43. Institutional births in public facility (%)",52.2,61,"","","HP","Una"
"44. Home births that were conducted by skilled health personnel10 (%)",2.5,6.8,"","","HP","Una"
"45. Births attended by skilled health personnel10 (%)",89.9,85.5,"","","HP","Una"
"46. Births delivered by caesarean section (%)",39.1,27.1,"","","HP","Una"
"47. Births in a private health facility that were delivered by caesarean section (%)",58.1,51.8,"","Based on 25-49 unweighted cases","HP","Una"
"48. Births in a public health facility that were delivered by caesarean section (%)",33.2,27.8,"","","HP","Una"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",75.3,59.1,"Based on 25-49 unweighted cases","","HP","Una"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",93.8,79.4,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Una"
"51. Children age 12-23 months who have received BCG (%)",100,94.1,"Based on 25-49 unweighted cases","","HP","Una"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",77.6,83.9,"Based on 25-49 unweighted cases","","HP","Una"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",88.2,79.4,"Based on 25-49 unweighted cases","","HP","Una"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",90.5,75.5,"Based on 25-49 unweighted cases","","HP","Una"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",37,NA,"Based on 25-49 unweighted cases","","HP","Una"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",72.2,NA,"Based on 25-49 unweighted cases","","HP","Una"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",88,73.1,"Based on 25-49 unweighted cases","","HP","Una"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",79.1,75.7,"","","HP","Una"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",96.6,98.6,"Based on 25-49 unweighted cases","","HP","Una"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",3.4,1.4,"Based on 25-49 unweighted cases","","HP","Una"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",9.2,8.4,"","","HP","Una"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Una"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Una"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Una"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",0.4,2,"","","HP","Una"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",85.2,81.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","HP","Una"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",16.4,22.4,"","","HP","Una"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Una"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Una"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",9.1,12.1,"","","HP","Una"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Una"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",8.8,12.6,"","","HP","Una"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",24.7,22.6,"","","HP","Una"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",13.1,10.7,"","","HP","Una"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5.9,3.5,"","","HP","Una"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",25.8,14.6,"","","HP","Una"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",2.8,0.8,"","","HP","Una"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",16.3,14.7,"","","HP","Una"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",41.2,37.5,"","","HP","Una"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",58.2,NA,"","","HP","Una"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",58.7,56.6,"","","HP","Una"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",60.8,46.6,"","","HP","Una"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",60.4,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","HP","Una"
"84. All women age 15-49 years who are anaemic22 (%)",60.8,46.9,"","","HP","Una"
"85. All women age 15-19 years who are anaemic22 (%)",63,43.4,"","","HP","Una"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",8.3,NA,"","","HP","Una"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",10.3,NA,"","","HP","Una"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20.1,NA,"","","HP","Una"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",8.1,NA,"","","HP","Una"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",11.2,NA,"","","HP","Una"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20.4,NA,"","","HP","Una"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.7,NA,"","","HP","Una"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",6.4,NA,"","","HP","Una"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",27.1,NA,"","","HP","Una"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.4,NA,"","","HP","Una"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.2,NA,"","","HP","Una"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",27.2,NA,"","","HP","Una"
"98. Ever undergone a screening test for cervical cancer (%)",0.5,NA,"","","HP","Una"
"99. Ever undergone a breast examination for breast cancer (%)",0.9,NA,"","","HP","Una"
"100. Ever undergone an oral cavity examination for oral cancer (%)",1.7,NA,"","","HP","Una"
"101. Women age 15 years and above who use any kind of tobacco (%)",0.8,NA,"","","HP","Una"
"102. Men age 15 years and above who use any kind of tobacco (%)",31,NA,"","","HP","Una"
"103. Women age 15 years and above who consume alcohol (%)",0.2,NA,"","","HP","Una"
"104. Men age 15 years and above who consume alcohol (%)",23.9,NA,"","","HP","Una"
"1. Female population age 6 years and above who ever attended school (%)",70.1,68.8,"","","HP","Chamba"
"2. Population below age 15 years (%)",25.1,27.5,"","","HP","Chamba"
"3. Sex ratio of the total population (females per 1,000 males)",1073,1128,"","","HP","Chamba"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1001,936,"","","HP","Chamba"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",96.7,93.8,"","","HP","Chamba"
"6. Deaths in the last 3 years registered with the civil authority (%)",97.5,NA,"","","HP","Chamba"
"7. Population living in households with electricity (%)",99.1,98.5,"","","HP","Chamba"
"8. Population living in households with an improved drinking-water source1 (%)",85.5,90,"","","HP","Chamba"
"9. Population living in households that use an improved sanitation facility2 (%)",86.5,77.5,"","","HP","Chamba"
"10. Households using clean fuel for cooking3 (%)",35,25.4,"","","HP","Chamba"
"11. Households using iodized salt (%)",99.1,98.7,"","","HP","Chamba"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",26.8,36.7,"","","HP","Chamba"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",14,NA,"Based on 25-49 unweighted cases","","HP","Chamba"
