"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"51. Children age 12-23 months who have received BCG (%)",100,94.2,"","","WB","Maldah"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",90.2,77.1,"","","WB","Maldah"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",94.1,86.9,"","","WB","Maldah"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",93.8,86.4,"","","WB","Maldah"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",45.7,NA,"","","WB","Maldah"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",0,NA,"","","WB","Maldah"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",92.2,78.3,"","","WB","Maldah"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",55.7,55.9,"","","WB","Maldah"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,98.8,"","","WB","Maldah"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,1.2,"","","WB","Maldah"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",5.5,5.6,"","","WB","Maldah"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Maldah"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Maldah"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Maldah"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.3,4.3,"","","WB","Maldah"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",65,73.6,"","","WB","Maldah"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",52.5,43.3,"","","WB","Maldah"
"68. Children under age 6 months exclusively breastfed16 (%)",59.8,63.7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Maldah"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Maldah"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",25.8,6.5,"","","WB","Maldah"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Maldah"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",24.2,6,"","","WB","Maldah"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",40.5,37.8,"","","WB","Maldah"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",20,22.8,"","","WB","Maldah"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",6.3,8.9,"","","WB","Maldah"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",35.3,37.2,"","","WB","Maldah"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",3.3,0.9,"","","WB","Maldah"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",15.7,23.9,"","","WB","Maldah"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",22,12,"","","WB","Maldah"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",80.6,NA,"","","WB","Maldah"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",71,55.2,"","","WB","Maldah"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",73.8,59.3,"","","WB","Maldah"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",67.6,53.1,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Maldah"
"84. All women age 15-49 years who are anaemic22 (%)",73.6,59,"","","WB","Maldah"
"85. All women age 15-19 years who are anaemic22 (%)",68.5,56.5,"","","WB","Maldah"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",8,NA,"","","WB","Maldah"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",7.8,NA,"","","WB","Maldah"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16.7,NA,"","","WB","Maldah"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",10.1,NA,"","","WB","Maldah"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",9.6,NA,"","","WB","Maldah"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20.2,NA,"","","WB","Maldah"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.4,NA,"","","WB","Maldah"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.5,NA,"","","WB","Maldah"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",19.3,NA,"","","WB","Maldah"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.6,NA,"","","WB","Maldah"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",4.1,NA,"","","WB","Maldah"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",17.8,NA,"","","WB","Maldah"
"98. Ever undergone a screening test for cervical cancer (%)",0.2,NA,"","","WB","Maldah"
"99. Ever undergone a breast examination for breast cancer (%)",0,NA,"","","WB","Maldah"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.2,NA,"","","WB","Maldah"
"101. Women age 15 years and above who use any kind of tobacco (%)",8.4,NA,"","","WB","Maldah"
"102. Men age 15 years and above who use any kind of tobacco (%)",45.2,NA,"","","WB","Maldah"
"103. Women age 15 years and above who consume alcohol (%)",0.3,NA,"","","WB","Maldah"
"104. Men age 15 years and above who consume alcohol (%)",15.1,NA,"","","WB","Maldah"
"1. Female population age 6 years and above who ever attended school (%)",74.7,70.8,"","","WB","Murshidabad"
"2. Population below age 15 years (%)",29.3,31.8,"","","WB","Murshidabad"
"3. Sex ratio of the total population (females per 1,000 males)",1103,1083,"","","WB","Murshidabad"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",1054,1075,"","","WB","Murshidabad"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",99.4,98.9,"","","WB","Murshidabad"
"6. Deaths in the last 3 years registered with the civil authority (%)",74.1,NA,"","","WB","Murshidabad"
"7. Population living in households with electricity (%)",96.7,93.1,"","","WB","Murshidabad"
"8. Population living in households with an improved drinking-water source1 (%)",99.1,100,"","","WB","Murshidabad"
"9. Population living in households that use an improved sanitation facility2 (%)",69.7,54.1,"","","WB","Murshidabad"
"10. Households using clean fuel for cooking3 (%)",30.7,19.2,"","","WB","Murshidabad"
"11. Households using iodized salt (%)",92.5,93.5,"","","WB","Murshidabad"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",28.4,40.9,"","","WB","Murshidabad"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",17.2,NA,"","","WB","Murshidabad"
"14. Women who are literate4 (%)",67.6,NA,"","","WB","Murshidabad"
"15. Women with 10 or more years of schooling (%)",24.2,22.3,"","","WB","Murshidabad"
"16. Women age 20-24 years married before age 18 years (%)",55.4,53.5,"","","WB","Murshidabad"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",2.8,0.8,"","","WB","Murshidabad"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",20.6,29.5,"","","WB","Murshidabad"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",85.7,48.6,"","","WB","Murshidabad"
"20. Any method6 (%)",85.4,72.8,"","","WB","Murshidabad"
"21. Any modern method6 (%)",64.9,60.9,"","","WB","Murshidabad"
"22. Female sterilization (%)",39.6,40.5,"","","WB","Murshidabad"
"23. Male sterilization (%)",0.1,0.1,"","","WB","Murshidabad"
"24. IUD/PPIUD (%)",1,0.6,"","","WB","Murshidabad"
"25. Pill (%)",14.5,15.9,"","","WB","Murshidabad"
"26. Condom (%)",7.6,3.4,"","","WB","Murshidabad"
"27. Injectables (%)",0.3,0.3,"","","WB","Murshidabad"
"28. Total unmet need7 (%)",3.5,6.9,"","","WB","Murshidabad"
"29. Unmet need for spacing7 (%)",1.8,3.4,"","","WB","Murshidabad"
"30. Health worker ever talked to female non-users about family planning (%)",6.4,6.9,"","","WB","Murshidabad"
"31. Current users ever told about side effects of current method8 (%)",60.9,27.7,"","","WB","Murshidabad"
"32. Mothers who had an antenatal check-up in the first trimester (%)",73.9,49.1,"","","WB","Murshidabad"
"33. Mothers who had at least 4 antenatal care visits (%)",66.9,72.1,"","","WB","Murshidabad"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",91.1,99.3,"","","WB","Murshidabad"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",52.8,22.7,"","","WB","Murshidabad"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",30.6,0.4,"","","WB","Murshidabad"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",97.3,98.9,"","","WB","Murshidabad"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",49.8,47,"","","WB","Murshidabad"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2662,31457,"","","WB","Murshidabad"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",0,3.9,"Based on 25-49 unweighted cases","","WB","Murshidabad"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",67.6,NA,"","","WB","Murshidabad"
"42. Institutional births (%)",87,63.8,"","","WB","Murshidabad"
"43. Institutional births in public facility (%)",71.5,55,"","","WB","Murshidabad"
"44. Home births that were conducted by skilled health personnel10 (%)",5.3,6.7,"","","WB","Murshidabad"
"45. Births attended by skilled health personnel10 (%)",92.3,69.8,"","","WB","Murshidabad"
"46. Births delivered by caesarean section (%)",29.5,16.5,"","","WB","Murshidabad"
"47. Births in a private health facility that were delivered by caesarean section (%)",92.4,96.7,"","Based on 25-49 unweighted cases","WB","Murshidabad"
"48. Births in a public health facility that were delivered by caesarean section (%)",21.3,14.6,"","","WB","Murshidabad"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",90,78.9,"","","WB","Murshidabad"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",89.7,93.1,"","","WB","Murshidabad"
"51. Children age 12-23 months who have received BCG (%)",97.7,95.8,"","","WB","Murshidabad"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",94.7,83.5,"","","WB","Murshidabad"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",95.4,91.6,"","","WB","Murshidabad"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",96.1,93.8,"","","WB","Murshidabad"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",30.9,NA,"","","WB","Murshidabad"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",1.4,NA,"","","WB","Murshidabad"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",94.2,83.2,"","","WB","Murshidabad"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",67.7,67,"","","WB","Murshidabad"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,100,"","","WB","Murshidabad"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,0,"","","WB","Murshidabad"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",7.8,7,"","","WB","Murshidabad"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",71.5,60,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Murshidabad"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",35.9,7,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Murshidabad"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",90.6,59.9,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Murshidabad"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.4,2.7,"","","WB","Murshidabad"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",83,71.9,"","","WB","Murshidabad"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",57.9,45.5,"","","WB","Murshidabad"
"68. Children under age 6 months exclusively breastfed16 (%)",39,NA,"Based on 25-49 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Murshidabad"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Murshidabad"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",8.4,14.2,"","","WB","Murshidabad"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Murshidabad"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",7.8,13.4,"","","WB","Murshidabad"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",39.8,41.9,"","","WB","Murshidabad"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",16.3,17.5,"","","WB","Murshidabad"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",3.7,4.6,"","","WB","Murshidabad"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",32.4,34.6,"","","WB","Murshidabad"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",3.6,2.4,"","","WB","Murshidabad"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",19.9,21.1,"","","WB","Murshidabad"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",25.2,14.8,"","","WB","Murshidabad"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",75,NA,"","","WB","Murshidabad"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",72.1,46.7,"","","WB","Murshidabad"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",78,58.1,"","","WB","Murshidabad"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",66.7,47.6,"Based on 25-49 unweighted cases","","WB","Murshidabad"
"84. All women age 15-49 years who are anaemic22 (%)",77.6,57.5,"","","WB","Murshidabad"
"85. All women age 15-19 years who are anaemic22 (%)",73,53.3,"","","WB","Murshidabad"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",8.9,NA,"","","WB","Murshidabad"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",8.8,NA,"","","WB","Murshidabad"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",18.4,NA,"","","WB","Murshidabad"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",11.1,NA,"","","WB","Murshidabad"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",8.1,NA,"","","WB","Murshidabad"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",19.5,NA,"","","WB","Murshidabad"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10,NA,"","","WB","Murshidabad"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.3,NA,"","","WB","Murshidabad"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",18.7,NA,"","","WB","Murshidabad"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",10.9,NA,"","","WB","Murshidabad"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",3.2,NA,"","","WB","Murshidabad"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",16.3,NA,"","","WB","Murshidabad"
"98. Ever undergone a screening test for cervical cancer (%)",0.3,NA,"","","WB","Murshidabad"
"99. Ever undergone a breast examination for breast cancer (%)",0.3,NA,"","","WB","Murshidabad"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.2,NA,"","","WB","Murshidabad"
"101. Women age 15 years and above who use any kind of tobacco (%)",5.1,NA,"","","WB","Murshidabad"
"102. Men age 15 years and above who use any kind of tobacco (%)",43.7,NA,"","","WB","Murshidabad"
"103. Women age 15 years and above who consume alcohol (%)",0.9,NA,"","","WB","Murshidabad"
"104. Men age 15 years and above who consume alcohol (%)",10.8,NA,"","","WB","Murshidabad"
"1. Female population age 6 years and above who ever attended school (%)",77.6,73.7,"","","WB","Nadia"
"2. Population below age 15 years (%)",21.5,23.4,"","","WB","Nadia"
"3. Sex ratio of the total population (females per 1,000 males)",1071,1015,"","","WB","Nadia"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",982,812,"","","WB","Nadia"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",98.6,98,"","","WB","Nadia"
"6. Deaths in the last 3 years registered with the civil authority (%)",81.3,NA,"","","WB","Nadia"
"7. Population living in households with electricity (%)",98.2,96.4,"","","WB","Nadia"
"8. Population living in households with an improved drinking-water source1 (%)",98.2,99.8,"","","WB","Nadia"
"9. Population living in households that use an improved sanitation facility2 (%)",78.4,70.4,"","","WB","Nadia"
"10. Households using clean fuel for cooking3 (%)",34.2,28.2,"","","WB","Nadia"
"11. Households using iodized salt (%)",96,95.8,"","","WB","Nadia"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",23,38.5,"","","WB","Nadia"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",29.1,NA,"Based on 25-49 unweighted cases","","WB","Nadia"
"14. Women who are literate4 (%)",76.2,NA,"","","WB","Nadia"
"15. Women with 10 or more years of schooling (%)",28.3,24.6,"","","WB","Nadia"
"16. Women age 20-24 years married before age 18 years (%)",39.9,43.1,"","","WB","Nadia"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",0,0.8,"","","WB","Nadia"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",15.1,21.9,"","","WB","Nadia"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",83.4,68.7,"","","WB","Nadia"
"20. Any method6 (%)",59.9,74.3,"","","WB","Nadia"
"21. Any modern method6 (%)",49.3,52.5,"","","WB","Nadia"
"22. Female sterilization (%)",26.8,33.5,"","","WB","Nadia"
"23. Male sterilization (%)",0,0,"","","WB","Nadia"
"24. IUD/PPIUD (%)",3.8,0.7,"","","WB","Nadia"
"25. Pill (%)",10.5,14.5,"","","WB","Nadia"
"26. Condom (%)",6.9,3.4,"","","WB","Nadia"
"27. Injectables (%)",0.9,0.3,"","","WB","Nadia"
"28. Total unmet need7 (%)",12.9,7,"","","WB","Nadia"
"29. Unmet need for spacing7 (%)",5.9,2.7,"","","WB","Nadia"
"30. Health worker ever talked to female non-users about family planning (%)",20.9,16.3,"","","WB","Nadia"
"31. Current users ever told about side effects of current method8 (%)",61.6,53.3,"","","WB","Nadia"
"32. Mothers who had an antenatal check-up in the first trimester (%)",61.1,68.3,"","","WB","Nadia"
"33. Mothers who had at least 4 antenatal care visits (%)",71.2,91.6,"","","WB","Nadia"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",95.7,98.7,"","","WB","Nadia"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",57.9,36.3,"","","WB","Nadia"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",23.8,8.5,"","","WB","Nadia"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",98.4,98.6,"","","WB","Nadia"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89.4,60.6,"","","WB","Nadia"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3776,3184,"","","WB","Nadia"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Nadia"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",89.9,NA,"","","WB","Nadia"
"42. Institutional births (%)",97.7,93.1,"","","WB","Nadia"
"43. Institutional births in public facility (%)",54.2,69.6,"","","WB","Nadia"
"44. Home births that were conducted by skilled health personnel10 (%)",0,0.4,"","","WB","Nadia"
"45. Births attended by skilled health personnel10 (%)",98.6,90.8,"","","WB","Nadia"
"46. Births delivered by caesarean section (%)",58.2,33.9,"","","WB","Nadia"
"47. Births in a private health facility that were delivered by caesarean section (%)",93.4,86.6,"","","WB","Nadia"
"48. Births in a public health facility that were delivered by caesarean section (%)",32.4,19.4,"","","WB","Nadia"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",89.9,93.2,"Based on 25-49 unweighted cases","","WB","Nadia"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",91.8,100,"Based on 25-49 unweighted cases","","WB","Nadia"
"51. Children age 12-23 months who have received BCG (%)",100,100,"Based on 25-49 unweighted cases","","WB","Nadia"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",92.6,94.8,"Based on 25-49 unweighted cases","","WB","Nadia"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",97.3,100,"Based on 25-49 unweighted cases","","WB","Nadia"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",95,98.4,"Based on 25-49 unweighted cases","","WB","Nadia"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",35.7,NA,"Based on 25-49 unweighted cases","","WB","Nadia"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",0,NA,"Based on 25-49 unweighted cases","","WB","Nadia"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",92.2,91.7,"Based on 25-49 unweighted cases","","WB","Nadia"
"58. Children age 9-59 months who received a vitamin A dose in the last 6 months (%)",74,76.2,"","","WB","Nadia"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,98.4,"Based on 25-49 unweighted cases","","WB","Nadia"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,1.6,"Based on 25-49 unweighted cases","","WB","Nadia"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",5.9,3.6,"","","WB","Nadia"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Nadia"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Nadia"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Nadia"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",3.3,0.8,"","","WB","Nadia"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",69.2,76.3,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Nadia"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",71.8,50.8,"","","WB","Nadia"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Nadia"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Nadia"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17  (%)",17.4,32.2,"","","WB","Nadia"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","Percentage not shown; based on fewer than 25 unweighted cases","WB","Nadia"
"72. Total children age 6-23 months receiving an adequate diet16, 17  (%)",17.8,32.8,"","","WB","Nadia"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",26.1,23.3,"","","WB","Nadia"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",17.6,10.7,"","","WB","Nadia"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",7.5,2.4,"","","WB","Nadia"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",25.1,19.3,"","","WB","Nadia"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",3,1.4,"","","WB","Nadia"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",8.3,11.9,"","","WB","Nadia"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",28.6,24.9,"","","WB","Nadia"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",80.3,NA,"","","WB","Nadia"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",63.6,36.6,"","","WB","Nadia"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",73.8,57.4,"","","WB","Nadia"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",58.7,45.8,"Based on 25-49 unweighted cases","Based on 25-49 unweighted cases","WB","Nadia"
"84. All women age 15-49 years who are anaemic22 (%)",73.4,57.1,"","","WB","Nadia"
"85. All women age 15-19 years who are anaemic22 (%)",68.2,53.8,"","","WB","Nadia"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",11.1,NA,"","","WB","Nadia"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",7.9,NA,"","","WB","Nadia"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",20,NA,"","","WB","Nadia"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",11.9,NA,"","","WB","Nadia"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",8.5,NA,"","","WB","Nadia"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",21.2,NA,"","","WB","Nadia"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",11.3,NA,"","","WB","Nadia"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.3,NA,"","","WB","Nadia"
