"Indicator","NFHS5","NFHS4","Flag_NFHS5","Flag_NFHS4","state","district"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",21,NA,"Based on 25-49 unweighted cases","","TG","Medak"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",85.4,NA,"Based on 25-49 unweighted cases","","TG","Medak"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",85.2,NA,"","","TG","Medak"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",100,NA,"Based on 25-49 unweighted cases","","TG","Medak"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",0,NA,"Based on 25-49 unweighted cases","","TG","Medak"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",13.3,NA,"","","TG","Medak"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",41.6,NA,"Based on 25-49 unweighted cases","","TG","Medak"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",37.5,NA,"Based on 25-49 unweighted cases","","TG","Medak"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",70.5,NA,"Based on 25-49 unweighted cases","","TG","Medak"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",1.2,NA,"","","TG","Medak"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",60.1,NA,"Based on 25-49 unweighted cases","","TG","Medak"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",32.9,NA,"","","TG","Medak"
"68. Children under age 6 months exclusively breastfed16 (%)",70.8,NA,"Based on 25-49 unweighted cases","","TG","Medak"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medak"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",10.3,NA,"","","TG","Medak"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medak"
"72. Total children age 6-23 months receiving an adequate diet16, 17 (%)",12.3,NA,"","","TG","Medak"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",36.4,NA,"","","TG","Medak"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",21.3,NA,"","","TG","Medak"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",3.5,NA,"","","TG","Medak"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",42,NA,"","","TG","Medak"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.1,NA,"","","TG","Medak"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",25.4,NA,"","","TG","Medak"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",23.3,NA,"","","TG","Medak"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",31.9,NA,"","","TG","Medak"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",70,NA,"","","TG","Medak"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",54.8,NA,"","","TG","Medak"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medak"
"84. All women age 15-49 years who are anaemic22 (%)",54.4,NA,"","","TG","Medak"
"85. All women age 15-19 years who are anaemic22 (%)",57.7,NA,"","","TG","Medak"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",5.7,NA,"","","TG","Medak"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",7,NA,"","","TG","Medak"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",14,NA,"","","TG","Medak"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",6.9,NA,"","","TG","Medak"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",10.9,NA,"","","TG","Medak"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",19.5,NA,"","","TG","Medak"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13.7,NA,"","","TG","Medak"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",6.6,NA,"","","TG","Medak"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",26.7,NA,"","","TG","Medak"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",15.7,NA,"","","TG","Medak"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",8.4,NA,"","","TG","Medak"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",28.9,NA,"","","TG","Medak"
"98. Ever undergone a screening test for cervical cancer (%)",4,NA,"","","TG","Medak"
"99. Ever undergone a breast examination for breast cancer (%)",0.4,NA,"","","TG","Medak"
"100. Ever undergone an oral cavity examination for oral cancer (%)",2.7,NA,"","","TG","Medak"
"101. Women age 15 years and above who use any kind of tobacco (%)",6.4,NA,"","","TG","Medak"
"102. Men age 15 years and above who use any kind of tobacco (%)",26.2,NA,"","","TG","Medak"
"103. Women age 15 years and above who consume alcohol (%)",23.8,NA,"","","TG","Medak"
"104. Men age 15 years and above who consume alcohol (%)",54,NA,"","","TG","Medak"
"1. Female population age 6 years and above who ever attended school (%)",72.9,NA,"","","TG","Medchal-Malkajgiri"
"2. Population below age 15 years (%)",23.1,NA,"","","TG","Medchal-Malkajgiri"
"3. Sex ratio of the total population (females per 1,000 males)",996,NA,"","","TG","Medchal-Malkajgiri"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",828,NA,"","","TG","Medchal-Malkajgiri"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",95,NA,"","","TG","Medchal-Malkajgiri"
"6. Deaths in the last 3 years registered with the civil authority (%)",78.8,NA,"","","TG","Medchal-Malkajgiri"
"7. Population living in households with electricity (%)",100,NA,"","","TG","Medchal-Malkajgiri"
"8. Population living in households with an improved drinking-water source1 (%)",99.9,NA,"","","TG","Medchal-Malkajgiri"
"9. Population living in households that use an improved sanitation facility2 (%)",86.2,NA,"","","TG","Medchal-Malkajgiri"
"10. Households using clean fuel for cooking3 (%)",99,NA,"","","TG","Medchal-Malkajgiri"
"11. Households using iodized salt (%)",98.8,NA,"","","TG","Medchal-Malkajgiri"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",53.8,NA,"","","TG","Medchal-Malkajgiri"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",19.8,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"14. Women who are literate4 (%)",79.5,NA,"","","TG","Medchal-Malkajgiri"
"15. Women with 10 or more years of schooling (%)",59.3,NA,"","","TG","Medchal-Malkajgiri"
"16. Women age 20-24 years married before age 18 years (%)",10.2,NA,"","","TG","Medchal-Malkajgiri"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1.1,NA,"","","TG","Medchal-Malkajgiri"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",3.1,NA,"","","TG","Medchal-Malkajgiri"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",97.1,NA,"","","TG","Medchal-Malkajgiri"
"20. Any method6 (%)",76.4,NA,"","","TG","Medchal-Malkajgiri"
"21. Any modern method6 (%)",72.4,NA,"","","TG","Medchal-Malkajgiri"
"22. Female sterilization (%)",65.8,NA,"","","TG","Medchal-Malkajgiri"
"23. Male sterilization (%)",0.8,NA,"","","TG","Medchal-Malkajgiri"
"24. IUD/PPIUD (%)",0.9,NA,"","","TG","Medchal-Malkajgiri"
"25. Pill (%)",1.4,NA,"","","TG","Medchal-Malkajgiri"
"26. Condom (%)",1.3,NA,"","","TG","Medchal-Malkajgiri"
"27. Injectables (%)",0.6,NA,"","","TG","Medchal-Malkajgiri"
"28. Total unmet need7 (%)",3.7,NA,"","","TG","Medchal-Malkajgiri"
"29. Unmet need for spacing7 (%)",2,NA,"","","TG","Medchal-Malkajgiri"
"30. Health worker ever talked to female non-users about family planning (%)",25.4,NA,"","","TG","Medchal-Malkajgiri"
"31. Current users ever told about side effects of current method8 (%)",57.9,NA,"","","TG","Medchal-Malkajgiri"
"32. Mothers who had an antenatal check-up in the first trimester (%)",89.4,NA,"","","TG","Medchal-Malkajgiri"
"33. Mothers who had at least 4 antenatal care visits (%)",69.6,NA,"","","TG","Medchal-Malkajgiri"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",92.2,NA,"","","TG","Medchal-Malkajgiri"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",60.8,NA,"","","TG","Medchal-Malkajgiri"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",31.8,NA,"","","TG","Medchal-Malkajgiri"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",96.2,NA,"","","TG","Medchal-Malkajgiri"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.6,NA,"","","TG","Medchal-Malkajgiri"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",3534,NA,"","","TG","Medchal-Malkajgiri"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medchal-Malkajgiri"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.1,NA,"","","TG","Medchal-Malkajgiri"
"42. Institutional births (%)",98.3,NA,"","","TG","Medchal-Malkajgiri"
"43. Institutional births in public facility (%)",39.4,NA,"","","TG","Medchal-Malkajgiri"
"44. Home births that were conducted by skilled health personnel10 (%)",1.6,NA,"","","TG","Medchal-Malkajgiri"
"45. Births attended by skilled health personnel10 (%)",96.2,NA,"","","TG","Medchal-Malkajgiri"
"46. Births delivered by caesarean section (%)",61,NA,"","","TG","Medchal-Malkajgiri"
"47. Births in a private health facility that were delivered by caesarean section (%)",72.9,NA,"","","TG","Medchal-Malkajgiri"
"48. Births in a public health facility that were delivered by caesarean section (%)",45.9,NA,"","","TG","Medchal-Malkajgiri"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",76.1,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",87.6,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"51. Children age 12-23 months who have received BCG (%)",87.1,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",79.9,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",88.4,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",89,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",36.5,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",1.3,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",88.4,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",69.5,NA,"","","TG","Medchal-Malkajgiri"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",81.9,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",18.1,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",6.4,NA,"","","TG","Medchal-Malkajgiri"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medchal-Malkajgiri"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medchal-Malkajgiri"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medchal-Malkajgiri"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",4.1,NA,"","","TG","Medchal-Malkajgiri"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",63.8,NA,"Based on 25-49 unweighted cases","","TG","Medchal-Malkajgiri"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",42.9,NA,"","","TG","Medchal-Malkajgiri"
"68. Children under age 6 months exclusively breastfed16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medchal-Malkajgiri"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medchal-Malkajgiri"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",9.7,NA,"","","TG","Medchal-Malkajgiri"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medchal-Malkajgiri"
"72. Total children age 6-23 months receiving an adequate diet16, 17 (%)",10.9,NA,"","","TG","Medchal-Malkajgiri"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",33.4,NA,"","","TG","Medchal-Malkajgiri"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",12,NA,"","","TG","Medchal-Malkajgiri"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",5,NA,"","","TG","Medchal-Malkajgiri"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",25,NA,"","","TG","Medchal-Malkajgiri"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",1.2,NA,"","","TG","Medchal-Malkajgiri"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",15.2,NA,"","","TG","Medchal-Malkajgiri"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",41.8,NA,"","","TG","Medchal-Malkajgiri"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",51.7,NA,"","","TG","Medchal-Malkajgiri"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",73.8,NA,"","","TG","Medchal-Malkajgiri"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",57.4,NA,"","","TG","Medchal-Malkajgiri"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Medchal-Malkajgiri"
"84. All women age 15-49 years who are anaemic22 (%)",56.8,NA,"","","TG","Medchal-Malkajgiri"
"85. All women age 15-19 years who are anaemic22 (%)",56.1,NA,"","","TG","Medchal-Malkajgiri"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.4,NA,"","","TG","Medchal-Malkajgiri"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",10.2,NA,"","","TG","Medchal-Malkajgiri"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",16.5,NA,"","","TG","Medchal-Malkajgiri"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",5.5,NA,"","","TG","Medchal-Malkajgiri"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",10,NA,"","","TG","Medchal-Malkajgiri"
"91. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",18.6,NA,"","","TG","Medchal-Malkajgiri"
"92. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",13,NA,"","","TG","Medchal-Malkajgiri"
"93. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",5.7,NA,"","","TG","Medchal-Malkajgiri"
"94. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",26.5,NA,"","","TG","Medchal-Malkajgiri"
"95. Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%)",18.7,NA,"","","TG","Medchal-Malkajgiri"
"96. Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%)",9.2,NA,"","","TG","Medchal-Malkajgiri"
"97. Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%)",34.8,NA,"","","TG","Medchal-Malkajgiri"
"98. Ever undergone a screening test for cervical cancer (%)",0.5,NA,"","","TG","Medchal-Malkajgiri"
"99. Ever undergone a breast examination for breast cancer (%)",0.2,NA,"","","TG","Medchal-Malkajgiri"
"100. Ever undergone an oral cavity examination for oral cancer (%)",0.7,NA,"","","TG","Medchal-Malkajgiri"
"101. Women age 15 years and above who use any kind of tobacco (%)",3,NA,"","","TG","Medchal-Malkajgiri"
"102. Men age 15 years and above who use any kind of tobacco (%)",17.9,NA,"","","TG","Medchal-Malkajgiri"
"103. Women age 15 years and above who consume alcohol (%)",2.4,NA,"","","TG","Medchal-Malkajgiri"
"104. Men age 15 years and above who consume alcohol (%)",39.3,NA,"","","TG","Medchal-Malkajgiri"
"1. Female population age 6 years and above who ever attended school (%)",51.1,NA,"","","TG","Nagarkurnool"
"2. Population below age 15 years (%)",23.8,NA,"","","TG","Nagarkurnool"
"3. Sex ratio of the total population (females per 1,000 males)",1066,NA,"","","TG","Nagarkurnool"
"4. Sex ratio at birth for children born in the last five years (females per 1,000 males)",771,NA,"","","TG","Nagarkurnool"
"5. Children under age 5 years whose birth was registered with the civil authority (%)",91.4,NA,"","","TG","Nagarkurnool"
"6. Deaths in the last 3 years registered with the civil authority (%)",84.8,NA,"","","TG","Nagarkurnool"
"7. Population living in households with electricity (%)",99.9,NA,"","","TG","Nagarkurnool"
"8. Population living in households with an improved drinking-water source1 (%)",99.6,NA,"","","TG","Nagarkurnool"
"9. Population living in households that use an improved sanitation facility2 (%)",73.2,NA,"","","TG","Nagarkurnool"
"10. Households using clean fuel for cooking3 (%)",87.3,NA,"","","TG","Nagarkurnool"
"11. Households using iodized salt (%)",92,NA,"","","TG","Nagarkurnool"
"12. Households with any usual member covered under a health insurance/financing scheme (%)",68.6,NA,"","","TG","Nagarkurnool"
"13. Children age 5 years who attended pre-primary school during the school year 2019-20 (%)",18.9,NA,"","","TG","Nagarkurnool"
"14. Women who are literate4 (%)",57.1,NA,"","","TG","Nagarkurnool"
"15. Women with 10 or more years of schooling (%)",36,NA,"","","TG","Nagarkurnool"
"16. Women age 20-24 years married before age 18 years (%)",32.1,NA,"","","TG","Nagarkurnool"
"17. Births in the 5 years preceding the survey that are third or higher order (%)",1.9,NA,"","","TG","Nagarkurnool"
"18. Women age 15-19 years who were already mothers or pregnant at the time of the survey (%)",5.3,NA,"","","TG","Nagarkurnool"
"19. Women age 15-24 years who use hygienic methods of protection during their menstrual period5 (%)",96.6,NA,"","","TG","Nagarkurnool"
"20. Any method6 (%)",77.3,NA,"","","TG","Nagarkurnool"
"21. Any modern method6 (%)",76.5,NA,"","","TG","Nagarkurnool"
"22. Female sterilization (%)",73.2,NA,"","","TG","Nagarkurnool"
"23. Male sterilization (%)",0,NA,"","","TG","Nagarkurnool"
"24. IUD/PPIUD (%)",0.8,NA,"","","TG","Nagarkurnool"
"25. Pill (%)",0.6,NA,"","","TG","Nagarkurnool"
"26. Condom (%)",0.6,NA,"","","TG","Nagarkurnool"
"27. Injectables (%)",0.2,NA,"","","TG","Nagarkurnool"
"28. Total unmet need7 (%)",3.9,NA,"","","TG","Nagarkurnool"
"29. Unmet need for spacing7 (%)",1.7,NA,"","","TG","Nagarkurnool"
"30. Health worker ever talked to female non-users about family planning (%)",27.1,NA,"","","TG","Nagarkurnool"
"31. Current users ever told about side effects of current method8 (%)",58.3,NA,"","","TG","Nagarkurnool"
"32. Mothers who had an antenatal check-up in the first trimester (%)",92.4,NA,"","","TG","Nagarkurnool"
"33. Mothers who had at least 4 antenatal care visits (%)",75.1,NA,"","","TG","Nagarkurnool"
"34. Mothers whose last birth was protected against neonatal tetanus9 (%)",88.5,NA,"","","TG","Nagarkurnool"
"35. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%)",65.9,NA,"","","TG","Nagarkurnool"
"36. Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%)",41.1,NA,"","","TG","Nagarkurnool"
"37. Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%)",97,NA,"","","TG","Nagarkurnool"
"38. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",90.3,NA,"","","TG","Nagarkurnool"
"39. Average out-of-pocket expenditure per delivery in a public health facility (Rs.)",2975,NA,"","","TG","Nagarkurnool"
"40. Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Nagarkurnool"
"41. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%)",91,NA,"","","TG","Nagarkurnool"
"42. Institutional births (%)",98,NA,"","","TG","Nagarkurnool"
"43. Institutional births in public facility (%)",56.2,NA,"","","TG","Nagarkurnool"
"44. Home births that were conducted by skilled health personnel10 (%)",2,NA,"","","TG","Nagarkurnool"
"45. Births attended by skilled health personnel10 (%)",94.5,NA,"","","TG","Nagarkurnool"
"46. Births delivered by caesarean section (%)",53,NA,"","","TG","Nagarkurnool"
"47. Births in a private health facility that were delivered by caesarean section (%)",73.7,NA,"","","TG","Nagarkurnool"
"48. Births in a public health facility that were delivered by caesarean section (%)",39.5,NA,"","","TG","Nagarkurnool"
"49. Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall11 (%)",81.1,NA,"","","TG","Nagarkurnool"
"50. Children age 12-23 months fully vaccinated based on information from vaccination card only12 (%)",98.3,NA,"Based on 25-49 unweighted cases","","TG","Nagarkurnool"
"51. Children age 12-23 months who have received BCG (%)",91.9,NA,"","","TG","Nagarkurnool"
"52. Children age 12-23 months who have received 3 doses of polio vaccine13 (%)",81.1,NA,"","","TG","Nagarkurnool"
"53. Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%)",88.8,NA,"","","TG","Nagarkurnool"
"54. Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%)",90.1,NA,"","","TG","Nagarkurnool"
"55. Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%)",37,NA,"","","TG","Nagarkurnool"
"56. Children age 12-23 months who have received 3 doses of rotavirus vaccine14 (%)",1.7,NA,"","","TG","Nagarkurnool"
"57. Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%)",86.7,NA,"","","TG","Nagarkurnool"
"58. Children age 9-35 months who received a vitamin A dose in the last 6 months (%)",64.7,NA,"","","TG","Nagarkurnool"
"59. Children age 12-23 months who received most of their vaccinations in a public health facility (%)",98.1,NA,"","","TG","Nagarkurnool"
"60. Children age 12-23 months who received most of their vaccinations in a private health facility (%)",1.9,NA,"","","TG","Nagarkurnool"
"61. Prevalence of diarrhoea in the 2 weeks preceding the survey (%)",3.6,NA,"","","TG","Nagarkurnool"
"62. Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Nagarkurnool"
"63. Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Nagarkurnool"
"64. Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Nagarkurnool"
"65. Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%)",2.9,NA,"","","TG","Nagarkurnool"
"66. Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%)",86.6,NA,"Based on 25-49 unweighted cases","","TG","Nagarkurnool"
"67. Children under age 3 years breastfed within one hour of birth15 (%)",41,NA,"","","TG","Nagarkurnool"
"68. Children under age 6 months exclusively breastfed16 (%)",75,NA,"Based on 25-49 unweighted cases","","TG","Nagarkurnool"
"69. Children age 6-8 months receiving solid or semi-solid food and breastmilk16 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Nagarkurnool"
"70. Breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",4.4,NA,"","","TG","Nagarkurnool"
"71. Non-breastfeeding children age 6-23 months receiving an adequate diet16, 17 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Nagarkurnool"
"72. Total children age 6-23 months receiving an adequate diet16, 17 (%)",5.4,NA,"","","TG","Nagarkurnool"
"73. Children under 5 years who are stunted (height-for-age)18 (%)",35.1,NA,"","","TG","Nagarkurnool"
"74. Children under 5 years who are wasted (weight-for-height)18 (%)",27.3,NA,"","","TG","Nagarkurnool"
"75. Children under 5 years who are severely wasted (weight-for-height)19 (%)",7,NA,"","","TG","Nagarkurnool"
"76. Children under 5 years who are underweight (weight-for-age)18 (%)",30.9,NA,"","","TG","Nagarkurnool"
"77. Children under 5 years who are overweight (weight-for-height)20 (%)",2.5,NA,"","","TG","Nagarkurnool"
"78. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2)21 (%)",19.1,NA,"","","TG","Nagarkurnool"
"79. Women who are overweight or obese (BMI ≥25.0 kg/m2)21 (%)",22.8,NA,"","","TG","Nagarkurnool"
"80. Women who have high risk waist-to-hip ratio (≥0.85) (%)",46.7,NA,"","","TG","Nagarkurnool"
"81. Children age 6-59 months who are anaemic (<11.0 g/dl)22 (%)",75.1,NA,"","","TG","Nagarkurnool"
"82. Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl)22 (%)",53.5,NA,"","","TG","Nagarkurnool"
"83. Pregnant women age 15-49 years who are anaemic (<11.0 g/dl)22 (%)",NA,NA,"Percentage not shown; based on fewer than 25 unweighted cases","","TG","Nagarkurnool"
"84. All women age 15-49 years who are anaemic22 (%)",54,NA,"","","TG","Nagarkurnool"
"85. All women age 15-19 years who are anaemic22 (%)",62.1,NA,"","","TG","Nagarkurnool"
"86. Blood sugar level - high (141-160 mg/dl)23 (%)",4.5,NA,"","","TG","Nagarkurnool"
"87. Blood sugar level - very high (>160 mg/dl)23 (%)",6.4,NA,"","","TG","Nagarkurnool"
"88. Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level23 (%)",12.5,NA,"","","TG","Nagarkurnool"
"89. Blood sugar level - high (141-160 mg/dl)23 (%)",7,NA,"","","TG","Nagarkurnool"
"90. Blood sugar level - very high (>160 mg/dl)23 (%)",6.8,NA,"","","TG","Nagarkurnool"
